ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01161,UBS SECURITIES HONG KONG LTD,260000,0.03%,23.01%
B01590,INTERACTIVE BROKERS HONG KONG LTD,245000,0.03%,23.05%
C00016,DBS BANK LTD,219000,0.03%,23.08%
B01727,ICBC (ASIA) SECURITIES LTD,204000,0.02%,23.11%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,161000,0.02%,23.13%
B01459,IFAST SECURITIES (HK) LTD,148000,0.02%,23.15%
B01610,KGI ASIA LTD,146000,0.02%,23.17%
B01787,SOO PUI CHEN SECURITIES LTD,133000,0.01%,23.19%
B01433,HING WAI ALLIED SECURITIES LTD,128000,0.01%,23.21%
B01585,SINO GRADE SECURITIES LTD,117000,0.01%,23.23%
B01695,DAH SING SECURITIES LTD,111750,0.01%,23.24%
C00028,NANYANG COMMERCIAL BANK LTD,110000,0.01%,23.26%
B01724,RAMON INVESTMENT CO LTD,95500,0.01%,23.27%
C00036,CHINA CONSTRUCTION BANK (ASIA),91797,0.01%,23.28%
B01788,SUNRISE SECURITIES LTD,89375,0.01%,23.30%
B01556,LUK FOOK SECURITIES (HK) LTD,82000,0.01%,23.31%
B01705,HENIK SECURITIES LTD,81000,0.01%,23.32%
,TONG WUN LING *,75000,0.01%,23.33%
B01842,BOCOM INTERNATIONAL SECURITIES LTD,67000,0.00%,23.34%
B01494,AUDREY CHOW SECURITIES LTD,64000,0.00%,23.35%
B01224,MERRILL LYNCH FAR EAST LTD,63000,0.00%,23.36%
B01551,YUE XIU SECURITIES CO LTD,63000,0.00%,23.37%
B01253,STOCKWELL SECURITIES LTD,56042,0.00%,23.37%
B01450,DL BROKERAGE LTD,50000,0.00%,23.38%
B01843,TELECOM KING SECURITIES LTD,50000,0.00%,23.39%
C00048,CHIYU BANKING CORPORATION LTD,44000,0.00%,23.40%
B01497,SINOPAC SECURITIES (ASIA) LTD,41871,0.00%,23.40%
B01123,HING WONG SECURITIES LTD,38000,0.00%,23.41%
B01184,QUAM SECURITIES LTD,38000,0.00%,23.41%
B01930,PRIME COURAGE SECURITIES CO LTD,38000,0.00%,23.42%
B01158,SOLID KING SECURITIES LTD,36000,0.00%,23.42%
B01252,CORPORATE BROKERS LTD,36000,0.00%,23.43%
B01118,EAST ASIA SECURITIES CO LTD,34000,0.00%,23.43%
B02096,AFG SECURITIES LTD,30000,0.00%,23.44%
B01169,PUBLIC FINANCIAL SECURITIES LTD,22000,0.00%,23.44%
B01673,FULBRIGHT SECURITIES LTD,22000,0.00%,23.44%
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,20000,0.00%,23.45%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,20000,0.00%,23.45%
B01481,NEW REGION SECURITIES CO LTD,20000,0.00%,23.45%
B01540,UPBEST SECURITIES CO LTD,20000,0.00%,23.45%
B01567,PRIME SECURITIES LTD,20000,0.00%,23.46%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,20000,0.00%,23.46%
B01939,SOOCHOW SECURITIES INTERNATIONAL,20000,0.00%,23.46%
B01759,WINLAND WEALTH MANAGEMENT LTD,19000,0.00%,23.46%
B01710,SINO-RICH SECURITIES & FUTURES LTD,18000,0.00%,23.47%
B02093,UPMAX SECURITIES LTD,17000,0.00%,23.47%
B01265,OCBC SECURITIES BROKERAGE (HK) LTD,16000,0.00%,23.47%
B01328,BAN HIN SECURITIES CO LTD,15711,0.00%,23.47%
B01782,SEAGA INTERNATIONAL LTD,15000,0.00%,23.48%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,12000,0.00%,23.48%
B01198,PO KAY SECURITIES & SHARES CO LTD,10000,0.00%,23.48%
B01271,HANG TAI SECURITIES LTD,10000,0.00%,23.48%
B01275,SANFULL SECURITIES LTD,10000,0.00%,23.48%
B01373,CHRISTFUND SECURITIES LTD,10000,0.00%,23.48%
B01470,HUNG SING SECURITIES LTD,10000,0.00%,23.49%
B01904,VALUABLE CAPITAL LTD,10000,0.00%,23.49%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,7000,0.00%,23.49%
B02142,TIGER BROKERS (HK) GLOBAL LTD,7000,0.00%,23.49%
B01425,WELLFULL SECURITIES CO LTD,6750,0.00%,23.49%
B01298,GET NICE SECURITIES LTD,6000,0.00%,23.49%
B01416,VC BROKERAGE LTD,5707,0.00%,23.49%
B01423,PRUDENTIAL BROKERAGE LTD,4000,0.00%,23.49%
B01519,GOOD HARVEST SECURITIES CO LTD,4000,0.00%,23.49%
B01653,WAI MAN STOCK & SHARES CO LTD,4000,0.00%,23.49%
B01666,GLORY SUN SECURITIES LTD,4000,0.00%,23.49%
B01769,ONE CHINA SECURITIES LTD,3647,0.00%,23.49%
B01940,SOFI SECURITIES (HONG KONG) LTD,3500,0.00%,23.49%
B01119,CELESTIAL SECURITIES LTD,3000,0.00%,23.49%
B01455,NATIONAL RESOURCES SECURITIES LTD,3000,0.00%,23.50%
B01439,TAI TAK SECURITIES (ASIA) LTD,2000,0.00%,23.50%
B01523,EVER-LONG SECURITIES CO LTD,2000,0.00%,23.50%
B01546,WO FUNG SECURITIES CO LTD,1000,0.00%,23.50%
B01340,LEHIN SECURITIES LTD,950,0.00%,23.50%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,100,0.00%,23.50%
B01240,TSUN CHI YUEN SECURITIES CO LTD,89,0.00%,23.50%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,2,0.00%,23.50%
