ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01338,EMPEROR SECURITIES LTD,30000,0.01%,27.18%
B01941,CENTALINE SECURITIES LTD,30000,0.01%,27.19%
B02132,BOOM SECURITIES (H.K.) LTD,30000,0.01%,27.20%
C00040,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,28600,0.01%,27.21%
B01481,NEW REGION SECURITIES CO LTD,22000,0.00%,27.22%
,SEEN SIU LAM *,18000,0.00%,27.23%
B01433,HING WAI ALLIED SECURITIES LTD,14000,0.00%,27.23%
B02142,TIGER BROKERS (HK) GLOBAL LTD,12000,0.00%,27.24%
C00093,BNP PARIBAS,11000,0.00%,27.24%
B01427,TSE'S SECURITIES LTD,10000,0.00%,27.24%
B02195,LONG BRIDGE HK LTD,10000,0.00%,27.25%
B01129,WOCOM SECURITIES LTD,8000,0.00%,27.25%
B01552,CARRIER STOCK INVESTMENT CO LTD,8000,0.00%,27.25%
B01809,CHINA SYSTEM SECURITIES LTD,6200,0.00%,27.25%
B01224,MERRILL LYNCH FAR EAST LTD,6000,0.00%,27.26%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,6000,0.00%,27.26%
B01272,FB SECURITIES (HONG KONG) LTD,4400,0.00%,27.26%
B01773,TOYO SECURITIES ASIA LTD,2000,0.00%,27.26%
B01389,ZHONGRONG PT SECURITIES LTD,1000,0.00%,27.26%
B01769,ONE CHINA SECURITIES LTD,775,0.00%,27.26%
B01240,TSUN CHI YUEN SECURITIES CO LTD,489,0.00%,27.26%
