ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01567,PRIME SECURITIES LTD,100000,0.01%,27.67%
B01585,SINO GRADE SECURITIES LTD,100000,0.01%,27.69%
C00041,OCBC BANK (HONG KONG) LTD,91360,0.01%,27.71%
C00015,DBS BANK (HONG KONG) LTD,89520,0.01%,27.73%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,85780,0.01%,27.74%
B01814,WELL LINK SECURITIES LTD,85500,0.01%,27.76%
C00042,CMB WING LUNG BANK LTD,82500,0.01%,27.78%
B01224,MERRILL LYNCH FAR EAST LTD,80000,0.01%,27.79%
B01705,HENIK SECURITIES LTD,80000,0.01%,27.81%
B01947,FUBON SECURITIES (HONG KONG) LTD,80000,0.01%,27.82%
B01964,HALCYON SECURITIES LTD,75000,0.01%,27.84%
B01275,SANFULL SECURITIES LTD,69200,0.01%,27.85%
C00003,THE BANK OF EAST ASIA LTD,67000,0.01%,27.86%
B01161,UBS SECURITIES HONG KONG LTD,64800,0.01%,27.88%
B01450,DL BROKERAGE LTD,60000,0.01%,27.89%
B01962,CHINA SECURITIES (INTERNATIONAL),50000,0.00%,27.90%
B01700,REALINK FINANCIAL TRADE LTD,48920,0.00%,27.91%
B01695,DAH SING SECURITIES LTD,42940,0.00%,27.92%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,42000,0.00%,27.92%
B01963,TFI SECURITIES AND FUTURES LTD,40000,0.00%,27.93%
B02159,USMART SECURITIES LTD,40000,0.00%,27.94%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,34100,0.00%,27.95%
B01433,HING WAI ALLIED SECURITIES LTD,32000,0.00%,27.95%
B01546,WO FUNG SECURITIES CO LTD,32000,0.00%,27.96%
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,29600,0.00%,27.96%
B01564,ABCI SECURITIES CO LTD,29000,0.00%,27.97%
B01769,ONE CHINA SECURITIES LTD,25074,0.00%,27.98%
B01980,SHANXI SECURITIES INTERNATIONAL LTD,24000,0.00%,27.98%
B01356,DELTA ASIA SECURITIES LTD,23200,0.00%,27.98%
B01351,WING FUNG SECURITIES LTD,20000,0.00%,27.99%
B01240,TSUN CHI YUEN SECURITIES CO LTD,17920,0.00%,27.99%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,17712,0.00%,28.00%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,16000,0.00%,28.00%
B01843,TELECOM KING SECURITIES LTD,12480,0.00%,28.00%
B01788,SUNRISE SECURITIES LTD,12220,0.00%,28.00%
B01289,SOUTH CHINA SECURITIES LTD,11700,0.00%,28.01%
B01938,CHINA INDUSTRIAL SECURITIES,10060,0.00%,28.01%
B01324,FUNDERSTONE SECURITIES LTD,10000,0.00%,28.01%
B01556,LUK FOOK SECURITIES (HK) LTD,10000,0.00%,28.01%
B01801,KIN FUNG STOCK CO LTD,10000,0.00%,28.01%
B01470,HUNG SING SECURITIES LTD,9666,0.00%,28.02%
B01271,HANG TAI SECURITIES LTD,9600,0.00%,28.02%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,9500,0.00%,28.02%
C00088,CHINA MERCHANTS BANK CO LTD,9500,0.00%,28.02%
B01696,HANTEC SECURITIES CO LTD,9000,0.00%,28.02%
B01886,CNI SECURITIES GROUP LTD,8400,0.00%,28.02%
C00040,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,8240,0.00%,28.03%
B01710,SINO-RICH SECURITIES & FUTURES LTD,8000,0.00%,28.03%
B01901,CMB INTERNATIONAL SECURITIES LTD,6800,0.00%,28.03%
B01666,GLORY SUN SECURITIES LTD,6200,0.00%,28.03%
B01184,QUAM SECURITIES LTD,6000,0.00%,28.03%
B01615,KAM FAI SECURITIES CO LTD,6000,0.00%,28.03%
B02093,UPMAX SECURITIES LTD,5700,0.00%,28.03%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,5400,0.00%,28.03%
B01514,KARL-THOMSON SECURITIES CO LTD,5100,0.00%,28.04%
B01340,LEHIN SECURITIES LTD,4200,0.00%,28.04%
B01298,GET NICE SECURITIES LTD,4020,0.00%,28.04%
B01588,LEI SHING HONG SECURITIES LTD,4000,0.00%,28.04%
B01685,ARK SECURITIES (HONG KONG) LTD,4000,0.00%,28.04%
B01967,YUNFENG SECURITIES LTD,4000,0.00%,28.04%
B02132,BOOM SECURITIES (H.K.) LTD,3240,0.00%,28.04%
B01373,CHRISTFUND SECURITIES LTD,3200,0.00%,28.04%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,3200,0.00%,28.04%
B01209,MASON SECURITIES LTD,2600,0.00%,28.04%
B01455,NATIONAL RESOURCES SECURITIES LTD,2500,0.00%,28.04%
B01294,CS WEALTH SECURITIES LTD,2200,0.00%,28.04%
B01329,BLOOMYEARS LTD,2000,0.00%,28.04%
B01809,CHINA SYSTEM SECURITIES LTD,2000,0.00%,28.04%
B01857,KAISA FINANCIAL GROUP CO LTD,2000,0.00%,28.04%
B01875,GUODU SECURITIES (HONG KONG) LTD,2000,0.00%,28.04%
B01978,FOUNDER SECURITIES (HONG KONG) LTD,1600,0.00%,28.04%
B01551,YUE XIU SECURITIES CO LTD,1500,0.00%,28.04%
B01169,PUBLIC FINANCIAL SECURITIES LTD,1360,0.00%,28.04%
B01173,RIFA SECURITIES LTD,1200,0.00%,28.05%
B01659,CHEER UNION SECURITIES LTD,1200,0.00%,28.05%
B02134,HOPE SECURITIES LTD,1200,0.00%,28.05%
B01645,SELINA & CO LTD,1040,0.00%,28.05%
B01158,SOLID KING SECURITIES LTD,1000,0.00%,28.05%
B01277,BRADBURY SECURITIES LTD,1000,0.00%,28.05%
B01328,BAN HIN SECURITIES CO LTD,1000,0.00%,28.05%
B01427,TSE'S SECURITIES LTD,1000,0.00%,28.05%
B01680,SUCCESS SECURITIES LTD,1000,0.00%,28.05%
B01741,SINOMAX SECURITIES LTD,800,0.00%,28.05%
B01762,DBS VICKERS (HONG KONG) LTD,800,0.00%,28.05%
B01343,CELETIO INVESTMENTS LTD,600,0.00%,28.05%
B01252,CORPORATE BROKERS LTD,500,0.00%,28.05%
B01404,HONG KONG STOCK LINK SECURITIES LTD,500,0.00%,28.05%
B01123,HING WONG SECURITIES LTD,400,0.00%,28.05%
B01267,WINFULL SECURITIES LTD,400,0.00%,28.05%
B01272,FB SECURITIES (HONG KONG) LTD,400,0.00%,28.05%
B01604,WANHAI SECURITIES (HK) LTD,400,0.00%,28.05%
B02171,DL SECURITIES (HK) LTD,400,0.00%,28.05%
B01445,VICTORY SECURITIES CO LTD,200,0.00%,28.05%
B01660,"GRANSING SECURITIES CO., LIMITED",200,0.00%,28.05%
B01724,RAMON INVESTMENT CO LTD,200,0.00%,28.05%
B01754,ASIA PACIFIC SECURITIES LTD,200,0.00%,28.05%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,120,0.00%,28.05%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,120,0.00%,28.05%
B02045,AAA SECURITIES CO. LTD,60,0.00%,28.05%
B01577,YF SECURITIES CO LTD,40,0.00%,28.05%
,HONG KONG SECURITIES CLEARING CO. LTD.,4,0.00%,28.05%
