ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
C00036,CHINA CONSTRUCTION BANK (ASIA),278000,0.11%,55.22%
B01905,SDIC SECURITIES (HONG KONG) LTD,275199,0.11%,55.34%
B01423,PRUDENTIAL BROKERAGE LTD,274000,0.11%,55.46%
B01727,ICBC (ASIA) SECURITIES LTD,262000,0.11%,55.57%
B01161,UBS SECURITIES HONG KONG LTD,260127,0.10%,55.68%
C00015,DBS BANK (HONG KONG) LTD,232749,0.09%,55.77%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,229000,0.09%,55.87%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,215966,0.09%,55.96%
B01353,UOB KAY HIAN (HONG KONG) LTD,213572,0.08%,56.05%
B01673,FULBRIGHT SECURITIES LTD,211006,0.08%,56.14%
B01918,REALORD ASIA PACIFIC SECURITIES LTD,202000,0.08%,56.22%
B01343,CELETIO INVESTMENTS LTD,198000,0.08%,56.31%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,186600,0.07%,56.39%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),176000,0.07%,56.46%
B01696,HANTEC SECURITIES CO LTD,170000,0.07%,56.53%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,152267,0.06%,56.60%
B01610,KGI ASIA LTD,134562,0.05%,56.65%
B01129,WOCOM SECURITIES LTD,111890,0.04%,56.70%
B01119,CELESTIAL SECURITIES LTD,108000,0.04%,56.74%
C00048,CHIYU BANKING CORPORATION LTD,100002,0.04%,56.79%
B01433,HING WAI ALLIED SECURITIES LTD,98200,0.04%,56.83%
C00037,SHANGHAI COMMERCIAL BANK LTD,96564,0.04%,56.87%
B01416,VC BROKERAGE LTD,91428,0.03%,56.91%
B01676,TAI SHING STOCK INVESTMENT CO LTD,90000,0.03%,56.94%
C00003,THE BANK OF EAST ASIA LTD,90000,0.03%,56.98%
C00093,BNP PARIBAS,85258,0.03%,57.02%
B01875,GUODU SECURITIES (HONG KONG) LTD,82000,0.03%,57.05%
B01123,HING WONG SECURITIES LTD,80700,0.03%,57.09%
C00028,NANYANG COMMERCIAL BANK LTD,80440,0.03%,57.12%
B02042,MONMONKEY GROUP SECURITIES LTD,72000,0.03%,57.15%
B01183,CHONG HING SECURITIES LTD,56000,0.02%,57.17%
B01885,HAFOO SECURITIES LTD,56000,0.02%,57.20%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,55472,0.02%,57.22%
C00041,OCBC BANK (HONG KONG) LTD,50618,0.02%,57.24%
C00074,DEUTSCHE BANK AG,50000,0.02%,57.26%
B02159,USMART SECURITIES LTD,48000,0.02%,57.28%
B01695,DAH SING SECURITIES LTD,39498,0.01%,57.30%
B02120,LIVERMORE HOLDINGS LTD,32000,0.01%,57.31%
B01556,LUK FOOK SECURITIES (HK) LTD,24600,0.01%,57.32%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,22000,0.00%,57.33%
B01904,VALUABLE CAPITAL LTD,20000,0.00%,57.34%
C00058,CHINA CITIC BANK INTERNATIONAL LTD,18239,0.00%,57.35%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,18000,0.00%,57.36%
B01724,RAMON INVESTMENT CO LTD,15015,0.00%,57.36%
B01784,FU YIP SECURITIES AND INVESTMENT CO LTD,15000,0.00%,57.37%
B01514,KARL-THOMSON SECURITIES CO LTD,13839,0.00%,57.38%
B01809,CHINA SYSTEM SECURITIES LTD,12300,0.00%,57.38%
B01938,CHINA INDUSTRIAL SECURITIES,12000,0.00%,57.39%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,11748,0.00%,57.39%
B01184,QUAM SECURITIES LTD,10261,0.00%,57.40%
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,10000,0.00%,57.40%
B02032,FORTHRIGHT SECURITIES CO LTD,8000,0.00%,57.40%
B01762,DBS VICKERS (HONG KONG) LTD,7033,0.00%,57.41%
B01294,CS WEALTH SECURITIES LTD,7020,0.00%,57.41%
B01138,CLSA LTD,6559,0.00%,57.41%
B01224,MERRILL LYNCH FAR EAST LTD,6199,0.00%,57.41%
B01459,IFAST SECURITIES (HK) LTD,6000,0.00%,57.42%
B01833,CTBC ASIA LTD,6000,0.00%,57.42%
B01940,SOFI SECURITIES (HONG KONG) LTD,6000,0.00%,57.42%
B01511,TAT LEE SECURITIES CO LTD,5666,0.00%,57.42%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,5619,0.00%,57.43%
B01213,MONEYMORE SECURITIES LTD,4200,0.00%,57.43%
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,4020,0.00%,57.43%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,4000,0.00%,57.43%
B01351,WING FUNG SECURITIES LTD,4000,0.00%,57.43%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,4000,0.00%,57.44%
B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,4000,0.00%,57.44%
B02132,BOOM SECURITIES (H.K.) LTD,4000,0.00%,57.44%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,3047,0.00%,57.44%
B01645,SELINA & CO LTD,3029,0.00%,57.44%
B01356,DELTA ASIA SECURITIES LTD,2888,0.00%,57.44%
B01118,EAST ASIA SECURITIES CO LTD,2585,0.00%,57.44%
B01277,BRADBURY SECURITIES LTD,2500,0.00%,57.44%
B01373,CHRISTFUND SECURITIES LTD,2073,0.00%,57.45%
B01181,FOSUN INTERNATIONAL SECURITIES LTD,2000,0.00%,57.45%
B01198,PO KAY SECURITIES & SHARES CO LTD,2000,0.00%,57.45%
B01322,WATON SECURITIES INTERNATIONAL LIMITED,2000,0.00%,57.45%
B01445,VICTORY SECURITIES CO LTD,2000,0.00%,57.45%
B01494,AUDREY CHOW SECURITIES LTD,2000,0.00%,57.45%
B01508,SOUTHWEST SECURITIES (HK) BROKERAGE LTD,2000,0.00%,57.45%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,2000,0.00%,57.45%
B02177,ZHESHANG INTERNATIONAL FINANCIAL,2000,0.00%,57.45%
B02214,WINBULL SECURITIES INTERNATIONAL (HONG,2000,0.00%,57.45%
B01264,MIB SECURITIES (HONG KONG) LTD,1810,0.00%,57.45%
B02163,GOLDEN EAGLE BROKERAGE LTD,1600,0.00%,57.45%
B01769,ONE CHINA SECURITIES LTD,1360,0.00%,57.45%
B01328,BAN HIN SECURITIES CO LTD,1000,0.00%,57.46%
B01240,TSUN CHI YUEN SECURITIES CO LTD,951,0.00%,57.46%
B01298,GET NICE SECURITIES LTD,600,0.00%,57.46%
B01454,HAO TIAN INTERNATIONAL SECURITIES LTD,500,0.00%,57.46%
B01458,YICKO SECURITIES LTD,468,0.00%,57.46%
B01272,FB SECURITIES (HONG KONG) LTD,362,0.00%,57.46%
B01947,FUBON SECURITIES (HONG KONG) LTD,312,0.00%,57.46%
B01173,RIFA SECURITIES LTD,300,0.00%,57.46%
B01289,SOUTH CHINA SECURITIES LTD,246,0.00%,57.46%
B01497,SINOPAC SECURITIES (ASIA) LTD,199,0.00%,57.46%
B01389,ZHONGRONG PT SECURITIES LTD,93,0.00%,57.46%
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,80,0.00%,57.46%
,HONG KONG SECURITIES CLEARING CO. LTD.,71,0.00%,57.46%
C00011,PUBLIC BANK (HONG KONG) LTD,66,0.00%,57.46%
B01340,LEHIN SECURITIES LTD,63,0.00%,57.46%
B01267,WINFULL SECURITIES LTD,40,0.00%,57.46%
B01329,BLOOMYEARS LTD,3,0.00%,57.46%
