ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01119,CELESTIAL SECURITIES LTD,90551,0.01%,72.97%
B01290,SPS SECURITIES LTD,88982,0.00%,72.98%
B01588,LEI SHING HONG SECURITIES LTD,87700,0.00%,72.99%
B02195,LONG BRIDGE HK LTD,86000,0.00%,73.00%
B01947,FUBON SECURITIES (HONG KONG) LTD,85098,0.00%,73.01%
B01601,CSC SECURITIES (HK) LTD,82000,0.00%,73.02%
B01863,WESTOCK SECURITIES INTERNATIONAL (HK),76000,0.00%,73.03%
B01198,PO KAY SECURITIES & SHARES CO LTD,74698,0.00%,73.04%
B02085,JOY RICH SECURITIES INVESTMENT LTD,62552,0.00%,73.04%
B01275,SANFULL SECURITIES LTD,61800,0.00%,73.05%
B01724,RAMON INVESTMENT CO LTD,59887,0.00%,73.06%
B01209,MASON SECURITIES LTD,56933,0.00%,73.06%
B01289,SOUTH CHINA SECURITIES LTD,56825,0.00%,73.07%
B01686,FIRST SHANGHAI SECURITIES LTD,55000,0.00%,73.08%
B01649,CINDA INTERNATIONAL SECURITIES LTD,53009,0.00%,73.08%
,WAI CHI TIM JACKY *,50000,0.00%,73.09%
B01773,TOYO SECURITIES ASIA LTD,47600,0.00%,73.09%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,47258,0.00%,73.10%
B01494,AUDREY CHOW SECURITIES LTD,46117,0.00%,73.10%
B01267,WINFULL SECURITIES LTD,44666,0.00%,73.11%
B01240,TSUN CHI YUEN SECURITIES CO LTD,41858,0.00%,73.11%
B01511,TAT LEE SECURITIES CO LTD,40488,0.00%,73.12%
B01546,WO FUNG SECURITIES CO LTD,40100,0.00%,73.12%
B01141,FE SECURITIES LTD,40000,0.00%,73.13%
B01843,TELECOM KING SECURITIES LTD,40000,0.00%,73.13%
B01940,SOFI SECURITIES (HONG KONG) LTD,40000,0.00%,73.13%
C00088,CHINA MERCHANTS BANK CO LTD,38000,0.00%,73.14%
B01789,HO FUNG SHARES INVESTMENT LTD,36960,0.00%,73.14%
B01885,HAFOO SECURITIES LTD,36000,0.00%,73.15%
B01271,HANG TAI SECURITIES LTD,34200,0.00%,73.15%
B01350,S. W. WOO & CO LTD,34200,0.00%,73.15%
B01340,LEHIN SECURITIES LTD,33833,0.00%,73.16%
B01425,WELLFULL SECURITIES CO LTD,31978,0.00%,73.16%
B01343,CELETIO INVESTMENTS LTD,31600,0.00%,73.17%
B01328,BAN HIN SECURITIES CO LTD,31226,0.00%,73.17%
B01401,MEGABASE SECURITIES LTD,30051,0.00%,73.17%
B01567,PRIME SECURITIES LTD,28520,0.00%,73.18%
B01694,MINERVA HOLDING FINANCIAL SECURITIES LTD,27400,0.00%,73.18%
B01427,TSE'S SECURITIES LTD,25605,0.00%,73.18%
B01324,FUNDERSTONE SECURITIES LTD,20859,0.00%,73.18%
B01439,TAI TAK SECURITIES (ASIA) LTD,20520,0.00%,73.19%
B02175,WEBULL SECURITIES LTD,20168,0.00%,73.19%
B01759,WINLAND WEALTH MANAGEMENT LTD,20000,0.00%,73.19%
B01356,DELTA ASIA SECURITIES LTD,19804,0.00%,73.19%
B01458,YICKO SECURITIES LTD,18029,0.00%,73.19%
B01523,EVER-LONG SECURITIES CO LTD,16000,0.00%,73.20%
B01184,QUAM SECURITIES LTD,15800,0.00%,73.20%
B01129,WOCOM SECURITIES LTD,15600,0.00%,73.20%
B01169,PUBLIC FINANCIAL SECURITIES LTD,13372,0.00%,73.20%
B01230,GAOYU SECURITIES LIMITED,13200,0.00%,73.20%
B01900,ORIENT SECURITIES (HONG KONG) LTD,12400,0.00%,73.20%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,12000,0.00%,73.21%
B01483,BULLISH SECURITIES LTD,11705,0.00%,73.21%
B01212,HENYEP SECURITIES LTD,11440,0.00%,73.21%
B01213,MONEYMORE SECURITIES LTD,10800,0.00%,73.21%
B01444,YUEXING SECURITIES COMPANY LTD,10800,0.00%,73.21%
B01660,"GRANSING SECURITIES CO., LIMITED",10064,0.00%,73.21%
B01438,KINGSTON SECURITIES LTD,10001,0.00%,73.21%
B01454,HAO TIAN INTERNATIONAL SECURITIES LTD,10000,0.00%,73.21%
B01455,NATIONAL RESOURCES SECURITIES LTD,10000,0.00%,73.21%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,10000,0.00%,73.22%
B01615,KAM FAI SECURITIES CO LTD,10000,0.00%,73.22%
B01645,SELINA & CO LTD,10000,0.00%,73.22%
B02087,GLOBAL MASTERMIND SECURITIES LTD,10000,0.00%,73.22%
B01665,WINSOME STOCK CO LTD,9476,0.00%,73.22%
B01762,DBS VICKERS (HONG KONG) LTD,8200,0.00%,73.22%
B01525,KEE CHEONG SECURITIES CO LTD,8000,0.00%,73.22%
B02128,SILVERBRICKS SECURITIES CO LTD,8000,0.00%,73.22%
C00011,PUBLIC BANK (HONG KONG) LTD,7405,0.00%,73.22%
B01716,ORIENT SECURITIES LTD,7400,0.00%,73.22%
B01470,HUNG SING SECURITIES LTD,7000,0.00%,73.23%
B01294,CS WEALTH SECURITIES LTD,6255,0.00%,73.23%
B01666,GLORY SUN SECURITIES LTD,6020,0.00%,73.23%
B01527,NITTAN SECURITIES ASIA LTD,6000,0.00%,73.23%
B01813,CCB INTERNATIONAL SECURITIES LTD,6000,0.00%,73.23%
B01915,METAVERSE SECURITIES LTD,6000,0.00%,73.23%
B02142,TIGER BROKERS (HK) GLOBAL LTD,6000,0.00%,73.23%
B01769,ONE CHINA SECURITIES LTD,5930,0.00%,73.23%
B01784,FU YIP SECURITIES AND INVESTMENT CO LTD,5585,0.00%,73.23%
B01519,GOOD HARVEST SECURITIES CO LTD,5400,0.00%,73.23%
B01585,SINO GRADE SECURITIES LTD,5000,0.00%,73.23%
B01825,GUOYUAN SECURITIES BROKERAGE (HONG KONG),5000,0.00%,73.23%
B01939,SOOCHOW SECURITIES INTERNATIONAL,5000,0.00%,73.23%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,5000,0.00%,73.23%
B01351,WING FUNG SECURITIES LTD,4811,0.00%,73.23%
B01967,YUNFENG SECURITIES LTD,4796,0.00%,73.23%
B01551,YUE XIU SECURITIES CO LTD,4721,0.00%,73.24%
B01158,SOLID KING SECURITIES LTD,4590,0.00%,73.24%
B01338,EMPEROR SECURITIES LTD,4119,0.00%,73.24%
B01564,ABCI SECURITIES CO LTD,4007,0.00%,73.24%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,4000,0.00%,73.24%
B01782,SEAGA INTERNATIONAL LTD,3600,0.00%,73.24%
B01469,KAISER SECURITIES LTD,3000,0.00%,73.24%
B01576,SIU ON SECURITIES LTD,3000,0.00%,73.24%
B01788,SUNRISE SECURITIES LTD,2640,0.00%,73.24%
B01514,KARL-THOMSON SECURITIES CO LTD,2505,0.00%,73.24%
B01809,CHINA SYSTEM SECURITIES LTD,2400,0.00%,73.24%
B01253,STOCKWELL SECURITIES LTD,2000,0.00%,73.24%
B01459,IFAST SECURITIES (HK) LTD,2000,0.00%,73.24%
B01676,TAI SHING STOCK INVESTMENT CO LTD,2000,0.00%,73.24%
B01848,CATHAY SECURITIES (HONG KONG) LTD,2000,0.00%,73.24%
B01696,HANTEC SECURITIES CO LTD,1436,0.00%,73.24%
B01181,FOSUN INTERNATIONAL SECURITIES LTD,1433,0.00%,73.24%
B02215,JIN YI FINANCIAL GROUP LTD,1264,0.00%,73.24%
B01756,CHINA SKY SECURITIES LTD,1200,0.00%,73.24%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,1100,0.00%,73.24%
,HONG KONG SECURITIES CLEARING CO. LTD.,1077,0.00%,73.24%
B01659,CHEER UNION SECURITIES LTD,1004,0.00%,73.24%
B01509,UNICORN SECURITIES CO LTD,1000,0.00%,73.24%
B01794,INTERCONTINENT SECURITIES CO LTD,720,0.00%,73.24%
C00070,OVERSEA-CHINESE BANKING CORPORATION LTD,522,0.00%,73.24%
B01540,UPBEST SECURITIES CO LTD,500,0.00%,73.24%
B01138,CLSA LTD,459,0.00%,73.24%
B01277,BRADBURY SECURITIES LTD,348,0.00%,73.24%
B01934,SELECT INVESTMENT SERVICES LTD,295,0.00%,73.24%
B01653,WAI MAN STOCK & SHARES CO LTD,76,0.00%,73.24%
B01905,SDIC SECURITIES (HONG KONG) LTD,24,0.00%,73.24%
B01322,WATON SECURITIES INTERNATIONAL LIMITED,18,0.00%,73.24%
B01217,TAIPING SECURITIES (HK) CO LTD,15,0.00%,73.24%
B01481,NEW REGION SECURITIES CO LTD,8,0.00%,73.24%
B01680,SUCCESS SECURITIES LTD,2,0.00%,73.24%
