ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01514,KARL-THOMSON SECURITIES CO LTD,79999,0.00%,72.51%
B01649,CINDA INTERNATIONAL SECURITIES LTD,75000,0.00%,72.51%
B01519,GOOD HARVEST SECURITIES CO LTD,59000,0.00%,72.52%
B01905,SDIC SECURITIES (HONG KONG) LTD,50857,0.00%,72.53%
B01588,LEI SHING HONG SECURITIES LTD,50000,0.00%,72.53%
B01373,CHRISTFUND SECURITIES LTD,42857,0.00%,72.54%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,40000,0.00%,72.54%
B01509,UNICORN SECURITIES CO LTD,40000,0.00%,72.55%
B01938,CHINA INDUSTRIAL SECURITIES,37500,0.00%,72.55%
B01696,HANTEC SECURITIES CO LTD,34000,0.00%,72.55%
B01556,LUK FOOK SECURITIES (HK) LTD,33332,0.00%,72.56%
B01813,CCB INTERNATIONAL SECURITIES LTD,30571,0.00%,72.56%
B01450,DL BROKERAGE LTD,30000,0.00%,72.56%
B01937,CHANGJIANG SECURITIES BROKERAGE (HK) LTD,30000,0.00%,72.57%
B01275,SANFULL SECURITIES LTD,28571,0.00%,72.57%
B01343,CELETIO INVESTMENTS LTD,28571,0.00%,72.57%
B01564,ABCI SECURITIES CO LTD,28571,0.00%,72.58%
B01552,CARRIER STOCK INVESTMENT CO LTD,20571,0.00%,72.58%
B01129,WOCOM SECURITIES LTD,20003,0.00%,72.58%
B01141,FE SECURITIES LTD,20000,0.00%,72.58%
B01904,VALUABLE CAPITAL LTD,20000,0.00%,72.59%
B01940,SOFI SECURITIES (HONG KONG) LTD,20000,0.00%,72.59%
B01224,MERRILL LYNCH FAR EAST LTD,19000,0.00%,72.59%
B01356,DELTA ASIA SECURITIES LTD,18355,0.00%,72.59%
B01947,FUBON SECURITIES (HONG KONG) LTD,15000,0.00%,72.59%
B02195,LONG BRIDGE HK LTD,12000,0.00%,72.60%
B01666,GLORY SUN SECURITIES LTD,10771,0.00%,72.60%
B01230,GAOYU SECURITIES LIMITED,10000,0.00%,72.60%
B01724,RAMON INVESTMENT CO LTD,10000,0.00%,72.60%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),6000,0.00%,72.60%
B02055,SUNFUND SECURITIES LTD,5442,0.00%,72.60%
B01209,MASON SECURITIES LTD,5000,0.00%,72.60%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,4000,0.00%,72.60%
B01788,SUNRISE SECURITIES LTD,3426,0.00%,72.60%
B01843,TELECOM KING SECURITIES LTD,3000,0.00%,72.60%
B02047,EDDID SECURITIES AND FUTURES LTD,3000,0.00%,72.60%
B02159,USMART SECURITIES LTD,3000,0.00%,72.60%
B01271,HANG TAI SECURITIES LTD,1000,0.00%,72.60%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,1000,0.00%,72.60%
B01459,IFAST SECURITIES (HK) LTD,1000,0.00%,72.60%
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,1000,0.00%,72.60%
B02045,AAA SECURITIES CO. LTD,1000,0.00%,72.60%
C00088,CHINA MERCHANTS BANK CO LTD,1000,0.00%,72.60%
B02093,UPMAX SECURITIES LTD,985,0.00%,72.60%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,865,0.00%,72.60%
B01138,CLSA LTD,500,0.00%,72.60%
B01265,OCBC SECURITIES BROKERAGE (HK) LTD,428,0.00%,72.60%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,339,0.00%,72.60%
B01240,TSUN CHI YUEN SECURITIES CO LTD,95,0.00%,72.60%
B01769,ONE CHINA SECURITIES LTD,40,0.00%,72.60%
B01673,FULBRIGHT SECURITIES LTD,21,0.00%,72.60%
