ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
C00019,THE HONGKONG AND SHANGHAI BANKING,478509196,7.68%,7.69%
C00033,BANK OF CHINA (HONG KONG) LTD,145397875,2.33%,10.02%
A00003,CHINA SECURITIES DEPOSITORY AND CLEARING,123964229,1.99%,12.01%
C00010,CITIBANK N.A.,89782056,1.44%,13.46%
C00018,HANG SENG BANK LTD,81982806,1.31%,14.77%
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,40402296,0.64%,15.42%
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,26641665,0.42%,15.85%
B01284,HANG SENG SECURITIES LTD,24869719,0.39%,16.25%
C00093,BNP PARIBAS,24247434,0.38%,16.64%
C00042,CMB WING LUNG BANK LTD,15999518,0.25%,16.90%
B01161,UBS SECURITIES HONG KONG LTD,15576526,0.25%,17.15%
B01762,DBS VICKERS (HONG KONG) LTD,15205842,0.24%,17.39%
C00040,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,14447793,0.23%,17.62%
B01955,FUTU SECURITIES INTERNATIONAL,13870722,0.22%,17.85%
B01130,BOCI SECURITIES LTD,12817396,0.20%,18.05%
C00028,NANYANG COMMERCIAL BANK LTD,12136824,0.19%,18.25%
C00037,SHANGHAI COMMERCIAL BANK LTD,12057028,0.19%,18.44%
B01727,ICBC (ASIA) SECURITIES LTD,9304063,0.14%,18.59%
C00003,THE BANK OF EAST ASIA LTD,9212675,0.14%,18.74%
C00015,DBS BANK (HONG KONG) LTD,9178282,0.14%,18.89%
B01118,EAST ASIA SECURITIES CO LTD,8833321,0.14%,19.03%
B01183,CHONG HING SECURITIES LTD,7771397,0.12%,19.15%
B01695,DAH SING SECURITIES LTD,7672560,0.12%,19.28%
C00041,OCBC BANK (HONG KONG) LTD,7397024,0.11%,19.39%
C00048,CHIYU BANKING CORPORATION LTD,6907978,0.11%,19.51%
C00036,CHINA CONSTRUCTION BANK (ASIA),5948556,0.09%,19.60%
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,5928059,0.09%,19.70%
C00058,CHINA CITIC BANK INTERNATIONAL LTD,5075791,0.08%,19.78%
A00004,CHINA SECURITIES DEPOSITORY AND CLEARING,4558317,0.07%,19.85%
B01086,EVERBRIGHT SECURITIES INVESTMENT,4447505,0.07%,19.92%
B01353,UOB KAY HIAN (HONG KONG) LTD,3967964,0.06%,19.99%
C00074,DEUTSCHE BANK AG,3778981,0.06%,20.05%
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,3410973,0.05%,20.10%
B01584,CHIEF SECURITIES LTD,3157483,0.05%,20.15%
B01610,KGI ASIA LTD,2941666,0.04%,20.20%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,2866096,0.04%,20.25%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,2505467,0.04%,20.29%
B01590,INTERACTIVE BROKERS HONG KONG LTD,1955887,0.03%,20.32%
B01842,BOCOM INTERNATIONAL SECURITIES LTD,1534022,0.02%,20.34%
B01423,PRUDENTIAL BROKERAGE LTD,1461570,0.02%,20.37%
B01497,SINOPAC SECURITIES (ASIA) LTD,1382174,0.02%,20.39%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,1223072,0.01%,20.41%
B01298,GET NICE SECURITIES LTD,1215907,0.01%,20.43%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,1163454,0.01%,20.45%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,1057828,0.01%,20.46%
B01714,MAGE SECURITIES LTD,1023844,0.01%,20.48%
C00016,DBS BANK LTD,1012224,0.01%,20.50%
B01673,FULBRIGHT SECURITIES LTD,999622,0.01%,20.51%
B01556,LUK FOOK SECURITIES (HK) LTD,914012,0.01%,20.53%
B01169,PUBLIC FINANCIAL SECURITIES LTD,804840,0.01%,20.54%
B01338,EMPEROR SECURITIES LTD,786742,0.01%,20.55%
B01119,CELESTIAL SECURITIES LTD,718707,0.01%,20.56%
B01813,CCB INTERNATIONAL SECURITIES LTD,711584,0.01%,20.57%
B01905,SDIC SECURITIES (HONG KONG) LTD,663272,0.01%,20.59%
B01649,CINDA INTERNATIONAL SECURITIES LTD,632090,0.01%,20.60%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,617200,0.00%,20.61%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,611767,0.00%,20.62%
B01552,CARRIER STOCK INVESTMENT CO LTD,598004,0.00%,20.62%
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,578314,0.00%,20.63%
C00026,CHONG HING BANK LTD,568492,0.00%,20.64%
B01289,SOUTH CHINA SECURITIES LTD,546000,0.00%,20.65%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,521807,0.00%,20.66%
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,520504,0.00%,20.67%
C00095,EFG BANK AG,475708,0.00%,20.68%
B01564,ABCI SECURITIES CO LTD,463979,0.00%,20.68%
B01272,FB SECURITIES (HONG KONG) LTD,453815,0.00%,20.69%
B01252,CORPORATE BROKERS LTD,448065,0.00%,20.70%
B01540,UPBEST SECURITIES CO LTD,444085,0.00%,20.71%
B01275,SANFULL SECURITIES LTD,434702,0.00%,20.71%
B01425,WELLFULL SECURITIES CO LTD,421894,0.00%,20.72%
B01947,FUBON SECURITIES (HONG KONG) LTD,410829,0.00%,20.73%
B01351,WING FUNG SECURITIES LTD,404437,0.00%,20.73%
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,375728,0.00%,20.74%
B01356,DELTA ASIA SECURITIES LTD,373213,0.00%,20.74%
B01904,VALUABLE CAPITAL LTD,361252,0.00%,20.75%
B01198,PO KAY SECURITIES & SHARES CO LTD,348393,0.00%,20.76%
B01439,TAI TAK SECURITIES (ASIA) LTD,347685,0.00%,20.76%
B01209,MASON SECURITIES LTD,338623,0.00%,20.77%
B01373,CHRISTFUND SECURITIES LTD,336824,0.00%,20.77%
B01173,RIFA SECURITIES LTD,333882,0.00%,20.78%
B01459,IFAST SECURITIES (HK) LTD,326570,0.00%,20.78%
B02132,BOOM SECURITIES (H.K.) LTD,319422,0.00%,20.79%
B01555,ABN AMRO CLEARING HONG KONG LTD,319396,0.00%,20.79%
B01585,SINO GRADE SECURITIES LTD,299245,0.00%,20.80%
B01123,HING WONG SECURITIES LTD,288967,0.00%,20.80%
B01939,SOOCHOW SECURITIES INTERNATIONAL,288489,0.00%,20.81%
B01576,SIU ON SECURITIES LTD,277679,0.00%,20.81%
B01264,MIB SECURITIES (HONG KONG) LTD,271327,0.00%,20.82%
B01450,DL BROKERAGE LTD,266172,0.00%,20.82%
B01901,CMB INTERNATIONAL SECURITIES LTD,263275,0.00%,20.82%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,262891,0.00%,20.83%
B02175,WEBULL SECURITIES LTD,261267,0.00%,20.83%
B01433,HING WAI ALLIED SECURITIES LTD,251841,0.00%,20.84%
B01470,HUNG SING SECURITIES LTD,249189,0.00%,20.84%
B02195,LONG BRIDGE HK LTD,248950,0.00%,20.84%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,247493,0.00%,20.85%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,242757,0.00%,20.85%
B01787,SOO PUI CHEN SECURITIES LTD,237095,0.00%,20.86%
B01129,WOCOM SECURITIES LTD,234422,0.00%,20.86%
B01900,ORIENT SECURITIES (HONG KONG) LTD,227618,0.00%,20.86%
B01645,SELINA & CO LTD,227454,0.00%,20.87%
B01265,OCBC SECURITIES BROKERAGE (HK) LTD,219541,0.00%,20.87%
B01940,SOFI SECURITIES (HONG KONG) LTD,219470,0.00%,20.87%
B01809,CHINA SYSTEM SECURITIES LTD,215283,0.00%,20.88%
B01184,QUAM SECURITIES LTD,211702,0.00%,20.88%
B01514,KARL-THOMSON SECURITIES CO LTD,209961,0.00%,20.89%
B02142,TIGER BROKERS (HK) GLOBAL LTD,209322,0.00%,20.89%
B01588,LEI SHING HONG SECURITIES LTD,205219,0.00%,20.89%
C00111,SOCIETE GENERALE,186432,0.00%,20.89%
B01843,TELECOM KING SECURITIES LTD,175448,0.00%,20.90%
B01438,KINGSTON SECURITIES LTD,171489,0.00%,20.90%
B01696,HANTEC SECURITIES CO LTD,168922,0.00%,20.90%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,168427,0.00%,20.91%
B01445,VICTORY SECURITIES CO LTD,164959,0.00%,20.91%
B01494,AUDREY CHOW SECURITIES LTD,162040,0.00%,20.91%
B01158,SOLID KING SECURITIES LTD,161643,0.00%,20.91%
B01676,TAI SHING STOCK INVESTMENT CO LTD,160939,0.00%,20.92%
B01458,YICKO SECURITIES LTD,157548,0.00%,20.92%
B01788,SUNRISE SECURITIES LTD,156525,0.00%,20.92%
B01350,S. W. WOO & CO LTD,150989,0.00%,20.92%
B01891,FUTURE GROWTH FINANCIAL SERVICES LTD,144409,0.00%,20.93%
B01224,MERRILL LYNCH FAR EAST LTD,143770,0.00%,20.93%
B01938,CHINA INDUSTRIAL SECURITIES,142844,0.00%,20.93%
B01686,FIRST SHANGHAI SECURITIES LTD,137969,0.00%,20.93%
B01271,HANG TAI SECURITIES LTD,135918,0.00%,20.93%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,135777,0.00%,20.94%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),132551,0.00%,20.94%
B02159,USMART SECURITIES LTD,131542,0.00%,20.94%
B01789,HO FUNG SHARES INVESTMENT LTD,131182,0.00%,20.94%
B01546,WO FUNG SECURITIES CO LTD,130867,0.00%,20.95%
B01615,KAM FAI SECURITIES CO LTD,130087,0.00%,20.95%
B02206,ZIRCON SECURITIES (HK) LTD,128000,0.00%,20.95%
B01700,REALINK FINANCIAL TRADE LTD,123389,0.00%,20.95%
B01324,FUNDERSTONE SECURITIES LTD,119837,0.00%,20.95%
B01343,CELETIO INVESTMENTS LTD,118608,0.00%,20.96%
B01782,SEAGA INTERNATIONAL LTD,115244,0.00%,20.96%
B01567,PRIME SECURITIES LTD,114997,0.00%,20.96%
B01483,BULLISH SECURITIES LTD,113116,0.00%,20.96%
B01213,MONEYMORE SECURITIES LTD,104388,0.00%,20.96%
B01340,LEHIN SECURITIES LTD,104192,0.00%,20.96%
B01814,WELL LINK SECURITIES LTD,103764,0.00%,20.97%
B01511,TAT LEE SECURITIES CO LTD,103406,0.00%,20.97%
B01481,NEW REGION SECURITIES CO LTD,100186,0.00%,20.97%
B01759,WINLAND WEALTH MANAGEMENT LTD,97783,0.00%,20.97%
B01267,WINFULL SECURITIES LTD,97076,0.00%,20.97%
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,94740,0.00%,20.97%
B01825,GUOYUAN SECURITIES BROKERAGE (HONG KONG),93884,0.00%,20.98%
