ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
C00058,CHINA CITIC BANK INTERNATIONAL LTD,5205000,0.23%,95.09%
B01555,ABN AMRO CLEARING HONG KONG LTD,5070000,0.23%,95.33%
B01904,VALUABLE CAPITAL LTD,4877500,0.22%,95.55%
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,4857498,0.22%,95.77%
B01353,UOB KAY HIAN (HONG KONG) LTD,4656935,0.21%,95.99%
B01373,CHRISTFUND SECURITIES LTD,4640000,0.21%,96.20%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,4267500,0.19%,96.40%
B01810,ASTRUM CAPITAL MANAGEMENT LTD,3675000,0.16%,96.57%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,3637295,0.16%,96.73%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,3457496,0.15%,96.89%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,2918750,0.13%,97.03%
C00028,NANYANG COMMERCIAL BANK LTD,2759375,0.12%,97.15%
B01695,DAH SING SECURITIES LTD,2534796,0.11%,97.27%
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,2504591,0.11%,97.38%
B01423,PRUDENTIAL BROKERAGE LTD,2485262,0.11%,97.50%
C00041,OCBC BANK (HONG KONG) LTD,2450000,0.11%,97.61%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,2370000,0.10%,97.72%
B01785,PARTNERS CAPITAL SECURITIES LTD,2245000,0.10%,97.82%
C00048,CHIYU BANKING CORPORATION LTD,2075000,0.09%,97.92%
B01328,BAN HIN SECURITIES CO LTD,2040000,0.09%,98.01%
B02032,FORTHRIGHT SECURITIES CO LTD,1870000,0.08%,98.10%
B01842,BOCOM INTERNATIONAL SECURITIES LTD,1661250,0.07%,98.17%
B02128,SILVERBRICKS SECURITIES CO LTD,1410000,0.06%,98.24%
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,1285000,0.05%,98.30%
B02206,ZIRCON SECURITIES (HK) LTD,1240489,0.05%,98.35%
B01696,HANTEC SECURITIES CO LTD,1095000,0.05%,98.40%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,1086857,0.04%,98.45%
B01900,ORIENT SECURITIES (HONG KONG) LTD,955000,0.04%,98.50%
B01497,SINOPAC SECURITIES (ASIA) LTD,950000,0.04%,98.54%
B01356,DELTA ASIA SECURITIES LTD,880000,0.04%,98.58%
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,846250,0.03%,98.62%
B01567,PRIME SECURITIES LTD,843750,0.03%,98.66%
B02229,PANDA SECURITIES COMPANY LTD,815000,0.03%,98.70%
B01734,KCG SECURITIES ASIA LTD,760000,0.03%,98.73%
B01183,CHONG HING SECURITIES LTD,755000,0.03%,98.77%
B01936,MIGHTY BROKERAGE (ASIA) LTD,755000,0.03%,98.80%
B01982,CENTRAL CHINA INTERNATIONAL SECURITIES,750000,0.03%,98.84%
B02175,WEBULL SECURITIES LTD,730000,0.03%,98.87%
C00093,BNP PARIBAS,727121,0.03%,98.90%
B01445,VICTORY SECURITIES CO LTD,660000,0.03%,98.93%
B01937,CHANGJIANG SECURITIES BROKERAGE (HK) LTD,640000,0.02%,98.96%
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,634948,0.02%,98.99%
B01224,MERRILL LYNCH FAR EAST LTD,630000,0.02%,99.02%
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,624897,0.02%,99.05%
B01427,TSE'S SECURITIES LTD,600000,0.02%,99.08%
B01322,WATON SECURITIES INTERNATIONAL LIMITED,595000,0.02%,99.10%
B01267,WINFULL SECURITIES LTD,582500,0.02%,99.13%
B01184,QUAM SECURITIES LTD,575000,0.02%,99.16%
B01551,YUE XIU SECURITIES CO LTD,550000,0.02%,99.18%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),430980,0.01%,99.20%
B01821,GETTA SECURITIES LTD,387812,0.01%,99.22%
B01324,FUNDERSTONE SECURITIES LTD,381250,0.01%,99.24%
C00003,THE BANK OF EAST ASIA LTD,375979,0.01%,99.25%
B01340,LEHIN SECURITIES LTD,368040,0.01%,99.27%
B01509,UNICORN SECURITIES CO LTD,360000,0.01%,99.29%
B01673,FULBRIGHT SECURITIES LTD,355000,0.01%,99.30%
B01666,GLORY SUN SECURITIES LTD,354375,0.01%,99.32%
B01843,TELECOM KING SECURITIES LTD,345000,0.01%,99.34%
B01948,CAITONG INTERNATIONAL SECURITIES CO LTD,340000,0.01%,99.35%
B01680,SUCCESS SECURITIES LTD,300000,0.01%,99.37%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,300000,0.01%,99.38%
B01556,LUK FOOK SECURITIES (HK) LTD,297500,0.01%,99.39%
B01450,DL BROKERAGE LTD,280000,0.01%,99.41%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,273234,0.01%,99.42%
B01510,ORIENTAL PATRON SECURITIES LTD,265000,0.01%,99.43%
B01905,SDIC SECURITIES (HONG KONG) LTD,257500,0.01%,99.44%
B01338,EMPEROR SECURITIES LTD,250000,0.01%,99.45%
B01447,BETA INTERNATIONAL SECURITIES LIMITED,250000,0.01%,99.46%
B01705,HENIK SECURITIES LTD,230000,0.01%,99.48%
B01940,SOFI SECURITIES (HONG KONG) LTD,230000,0.01%,99.49%
C00037,SHANGHAI COMMERCIAL BANK LTD,228750,0.01%,99.50%
B01649,CINDA INTERNATIONAL SECURITIES LTD,210000,0.00%,99.51%
B01351,WING FUNG SECURITIES LTD,200000,0.00%,99.52%
B02102,ZINVEST GLOBAL LTD,170000,0.00%,99.52%
B01907,CHINA DEMETER SECURITIES LTD,160000,0.00%,99.53%
B02132,BOOM SECURITIES (H.K.) LTD,145000,0.00%,99.54%
B01814,WELL LINK SECURITIES LTD,140000,0.00%,99.54%
B01686,FIRST SHANGHAI SECURITIES LTD,127500,0.00%,99.55%
B01848,CATHAY SECURITIES (HONG KONG) LTD,120000,0.00%,99.55%
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,115000,0.00%,99.56%
B01788,SUNRISE SECURITIES LTD,109375,0.00%,99.57%
B01963,TFI SECURITIES AND FUTURES LTD,102500,0.00%,99.57%
B01253,STOCKWELL SECURITIES LTD,100000,0.00%,99.57%
B01564,ABCI SECURITIES CO LTD,100000,0.00%,99.58%
B01769,ONE CHINA SECURITIES LTD,99746,0.00%,99.58%
B01885,HAFOO SECURITIES LTD,91628,0.00%,99.59%
B01962,CHINA SECURITIES (INTERNATIONAL),90000,0.00%,99.59%
B01169,PUBLIC FINANCIAL SECURITIES LTD,80000,0.00%,99.60%
B01918,REALORD ASIA PACIFIC SECURITIES LTD,80000,0.00%,99.60%
B01209,MASON SECURITIES LTD,75000,0.00%,99.60%
B02120,LIVERMORE HOLDINGS LTD,70000,0.00%,99.61%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,60000,0.00%,99.61%
B02212,HUAAN SECURITIES (HONG KONG) BROKERAGE,60000,0.00%,99.61%
B01118,EAST ASIA SECURITIES CO LTD,55000,0.00%,99.61%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,50000,0.00%,99.62%
B01161,UBS SECURITIES HONG KONG LTD,48224,0.00%,99.62%
C00018,HANG SENG BANK LTD,42502,0.00%,99.62%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,40000,0.00%,99.62%
B01294,CS WEALTH SECURITIES LTD,40000,0.00%,99.62%
B01470,HUNG SING SECURITIES LTD,40000,0.00%,99.63%
B01676,TAI SHING STOCK INVESTMENT CO LTD,40000,0.00%,99.63%
B01343,CELETIO INVESTMENTS LTD,25000,0.00%,99.63%
B02057,FUNDE SECURITIES LTD,25000,0.00%,99.63%
B01795,RAFFAELLO SECURITIES (HK) LTD,20000,0.00%,99.63%
B01825,GUOYUAN SECURITIES BROKERAGE (HONG KONG),20000,0.00%,99.63%
B01915,METAVERSE SECURITIES LTD,20000,0.00%,99.63%
B01981,BLUESTONE SECURITIES (HK) CO LTD,20000,0.00%,99.63%
B02047,EDDID SECURITIES AND FUTURES LTD,20000,0.00%,99.63%
B01455,NATIONAL RESOURCES SECURITIES LTD,16875,0.00%,99.64%
B01173,RIFA SECURITIES LTD,15000,0.00%,99.64%
B01425,WELLFULL SECURITIES CO LTD,15000,0.00%,99.64%
B01494,AUDREY CHOW SECURITIES LTD,12500,0.00%,99.64%
B01119,CELESTIAL SECURITIES LTD,10000,0.00%,99.64%
B01459,IFAST SECURITIES (HK) LTD,10000,0.00%,99.64%
B01714,MAGE SECURITIES LTD,10000,0.00%,99.64%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,10000,0.00%,99.64%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,7500,0.00%,99.64%
B01389,ZHONGRONG PT SECURITIES LTD,5000,0.00%,99.64%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,5000,0.00%,99.64%
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,5000,0.00%,99.64%
B01959,ZHONGTAI INTERNATIONAL SECURITIES LTD,5000,0.00%,99.64%
,LEUNG KA CHUN *,3750,0.00%,99.64%
B02045,AAA SECURITIES CO. LTD,2000,0.00%,99.64%
B01240,TSUN CHI YUEN SECURITIES CO LTD,1276,0.00%,99.64%
,HONG KONG SECURITIES CLEARING CO. LTD.,8,0.00%,99.64%
