ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01649,CINDA INTERNATIONAL SECURITIES LTD,2019006,0.01%,51.61%
B01546,WO FUNG SECURITIES CO LTD,2014328,0.01%,51.62%
B01433,HING WAI ALLIED SECURITIES LTD,2012466,0.01%,51.63%
B01272,FB SECURITIES (HONG KONG) LTD,1997280,0.01%,51.64%
B01511,TAT LEE SECURITIES CO LTD,1936158,0.01%,51.65%
B01198,PO KAY SECURITIES & SHARES CO LTD,1924561,0.01%,51.66%
B01555,ABN AMRO CLEARING HONG KONG LTD,1910745,0.01%,51.67%
B01904,VALUABLE CAPITAL LTD,1833813,0.00%,51.68%
B01783,FREDDY CO LTD,1819752,0.00%,51.69%
B01813,CCB INTERNATIONAL SECURITIES LTD,1809753,0.00%,51.70%
B01129,WOCOM SECURITIES LTD,1721302,0.00%,51.71%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,1662079,0.00%,51.72%
B01158,SOLID KING SECURITIES LTD,1599917,0.00%,51.73%
B01439,TAI TAK SECURITIES (ASIA) LTD,1596910,0.00%,51.74%
C00095,EFG BANK AG,1596621,0.00%,51.74%
B02132,BOOM SECURITIES (H.K.) LTD,1570831,0.00%,51.75%
B01567,PRIME SECURITIES LTD,1553958,0.00%,51.76%
B01974,ARISTO SECURITIES LTD,1473774,0.00%,51.77%
B01184,QUAM SECURITIES LTD,1465573,0.00%,51.78%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),1458506,0.00%,51.78%
B01939,SOOCHOW SECURITIES INTERNATIONAL,1413127,0.00%,51.79%
C00011,PUBLIC BANK (HONG KONG) LTD,1366080,0.00%,51.80%
B01585,SINO GRADE SECURITIES LTD,1354355,0.00%,51.81%
B01905,SDIC SECURITIES (HONG KONG) LTD,1343491,0.00%,51.81%
B01438,KINGSTON SECURITIES LTD,1326798,0.00%,51.82%
B01843,TELECOM KING SECURITIES LTD,1320584,0.00%,51.83%
B01940,SOFI SECURITIES (HONG KONG) LTD,1224814,0.00%,51.83%
B01267,WINFULL SECURITIES LTD,1205375,0.00%,51.84%
B01900,ORIENT SECURITIES (HONG KONG) LTD,1193407,0.00%,51.85%
B01759,WINLAND WEALTH MANAGEMENT LTD,1182809,0.00%,51.85%
B01523,EVER-LONG SECURITIES CO LTD,1155157,0.00%,51.86%
B01588,LEI SHING HONG SECURITIES LTD,1147036,0.00%,51.87%
B01483,BULLISH SECURITIES LTD,1145580,0.00%,51.87%
B01676,TAI SHING STOCK INVESTMENT CO LTD,1124096,0.00%,51.88%
B01696,HANTEC SECURITIES CO LTD,1121324,0.00%,51.88%
B01481,NEW REGION SECURITIES CO LTD,1120244,0.00%,51.89%
B01459,IFAST SECURITIES (HK) LTD,1094762,0.00%,51.90%
B01173,RIFA SECURITIES LTD,1086598,0.00%,51.90%
B01938,CHINA INDUSTRIAL SECURITIES,1075888,0.00%,51.91%
B01705,HENIK SECURITIES LTD,1075656,0.00%,51.91%
B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,1063783,0.00%,51.92%
B02175,WEBULL SECURITIES LTD,1051827,0.00%,51.92%
B01340,LEHIN SECURITIES LTD,1016491,0.00%,51.93%
B01445,VICTORY SECURITIES CO LTD,999117,0.00%,51.94%
B01809,CHINA SYSTEM SECURITIES LTD,990382,0.00%,51.94%
B01343,CELETIO INVESTMENTS LTD,939551,0.00%,51.95%
B01665,WINSOME STOCK CO LTD,927234,0.00%,51.95%
B01470,HUNG SING SECURITIES LTD,863883,0.00%,51.96%
B01788,SUNRISE SECURITIES LTD,838549,0.00%,51.96%
B01666,GLORY SUN SECURITIES LTD,794624,0.00%,51.96%
B01230,GAOYU SECURITIES LIMITED,776323,0.00%,51.97%
B01891,FUTURE GROWTH FINANCIAL SERVICES LTD,753000,0.00%,51.97%
,HONG KONG SECURITIES CLEARING CO. LTD.,745248,0.00%,51.98%
C00026,CHONG HING BANK LTD,725551,0.00%,51.98%
B02138,TIGER FAITH SECURITIES LTD,710000,0.00%,51.98%
B01213,MONEYMORE SECURITIES LTD,702759,0.00%,51.99%
B01328,BAN HIN SECURITIES CO LTD,685331,0.00%,51.99%
B02142,TIGER BROKERS (HK) GLOBAL LTD,678362,0.00%,51.99%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,672927,0.00%,52.00%
B01494,AUDREY CHOW SECURITIES LTD,671509,0.00%,52.00%
B01455,NATIONAL RESOURCES SECURITIES LTD,642151,0.00%,52.01%
B01789,HO FUNG SHARES INVESTMENT LTD,627178,0.00%,52.01%
B01659,CHEER UNION SECURITIES LTD,599580,0.00%,52.01%
,LAM WANG HOI STEPHEN *,599468,0.00%,52.02%
B01253,STOCKWELL SECURITIES LTD,599153,0.00%,52.02%
B01769,ONE CHINA SECURITIES LTD,598290,0.00%,52.02%
B01540,UPBEST SECURITIES CO LTD,585072,0.00%,52.02%
B01866,ICBC INTERNATIONAL SECURITIES LTD,574990,0.00%,52.03%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,564899,0.00%,52.03%
B01514,KARL-THOMSON SECURITIES CO LTD,562764,0.00%,52.03%
B02195,LONG BRIDGE HK LTD,556637,0.00%,52.04%
B01615,KAM FAI SECURITIES CO LTD,537852,0.00%,52.04%
B02159,USMART SECURITIES LTD,537308,0.00%,52.04%
B01700,REALINK FINANCIAL TRADE LTD,527333,0.00%,52.05%
B01509,UNICORN SECURITIES CO LTD,512043,0.00%,52.05%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,505065,0.00%,52.05%
B01324,FUNDERSTONE SECURITIES LTD,477089,0.00%,52.05%
B01767,NEW GALA SECURITIES CO LTD,424435,0.00%,52.06%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,418094,0.00%,52.06%
B01351,WING FUNG SECURITIES LTD,411284,0.00%,52.06%
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,406765,0.00%,52.06%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,389961,0.00%,52.06%
B01959,ZHONGTAI INTERNATIONAL SECURITIES LTD,381455,0.00%,52.07%
B01231,GIGAMONEY LTD,355462,0.00%,52.07%
B02177,ZHESHANG INTERNATIONAL FINANCIAL,352594,0.00%,52.07%
B01427,TSE'S SECURITIES LTD,352583,0.00%,52.07%
B01294,CS WEALTH SECURITIES LTD,344586,0.00%,52.07%
B01525,KEE CHEONG SECURITIES CO LTD,335966,0.00%,52.08%
B02093,UPMAX SECURITIES LTD,309361,0.00%,52.08%
B01401,MEGABASE SECURITIES LTD,290086,0.00%,52.08%
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,276741,0.00%,52.08%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,270195,0.00%,52.08%
B01645,SELINA & CO LTD,266637,0.00%,52.08%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,253516,0.00%,52.08%
B01833,CTBC ASIA LTD,253457,0.00%,52.09%
B01653,WAI MAN STOCK & SHARES CO LTD,252906,0.00%,52.09%
B01814,WELL LINK SECURITIES LTD,248271,0.00%,52.09%
B01310,TUNG TAK SECURITIES (H.K.) CO LTD,246437,0.00%,52.09%
B01962,CHINA SECURITIES (INTERNATIONAL),244336,0.00%,52.09%
B01577,YF SECURITIES CO LTD,239158,0.00%,52.09%
B01601,CSC SECURITIES (HK) LTD,224581,0.00%,52.09%
B01724,RAMON INVESTMENT CO LTD,224058,0.00%,52.10%
B01458,YICKO SECURITIES LTD,218608,0.00%,52.10%
B01660,"GRANSING SECURITIES CO., LIMITED",214164,0.00%,52.10%
B01982,CENTRAL CHINA INTERNATIONAL SECURITIES,212000,0.00%,52.10%
B01937,CHANGJIANG SECURITIES BROKERAGE (HK) LTD,210198,0.00%,52.10%
B01416,VC BROKERAGE LTD,206862,0.00%,52.10%
B01551,YUE XIU SECURITIES CO LTD,196783,0.00%,52.10%
B01141,FE SECURITIES LTD,192612,0.00%,52.10%
B01669,FIRST SECURITIES (HK) LTD,186000,0.00%,52.10%
B01741,SINOMAX SECURITIES LTD,184908,0.00%,52.10%
B01661,BOSCO SECURITIES LTD,183086,0.00%,52.11%
B01941,CENTALINE SECURITIES LTD,178125,0.00%,52.11%
B01407,WIN WONG SECURITIES LTD,177237,0.00%,52.11%
B01469,KAISER SECURITIES LTD,174188,0.00%,52.11%
B01782,SEAGA INTERNATIONAL LTD,167919,0.00%,52.11%
B01915,METAVERSE SECURITIES LTD,166159,0.00%,52.11%
B01986,HUAJIN SECURITIES (INTERNATIONAL) LTD,166102,0.00%,52.11%
B01714,MAGE SECURITIES LTD,158514,0.00%,52.11%
B01181,FOSUN INTERNATIONAL SECURITIES LTD,158201,0.00%,52.11%
B01386,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,157942,0.00%,52.11%
B02096,AFG SECURITIES LTD,149017,0.00%,52.11%
B02085,JOY RICH SECURITIES INVESTMENT LTD,137870,0.00%,52.12%
B01857,KAISA FINANCIAL GROUP CO LTD,137828,0.00%,52.12%
B01240,TSUN CHI YUEN SECURITIES CO LTD,133461,0.00%,52.12%
B01389,ZHONGRONG PT SECURITIES LTD,131917,0.00%,52.12%
,WAI CHI TIM JACKY *,121500,0.00%,52.12%
B01745,GUOCHUANG SECURITIES FINANCIAL HOLDING,119431,0.00%,52.12%
B01784,FU YIP SECURITIES AND INVESTMENT CO LTD,113620,0.00%,52.12%
B02078,AFFLUX SECURITIES LTD,112041,0.00%,52.12%
B01519,GOOD HARVEST SECURITIES CO LTD,109300,0.00%,52.12%
B01773,TOYO SECURITIES ASIA LTD,107283,0.00%,52.12%
B01919,TIGER SECURITIES ASSET MANAGEMENT CO LTD,103722,0.00%,52.12%
B01885,HAFOO SECURITIES LTD,103152,0.00%,52.12%
B02116,MOUETTE SECURITIES CO LTD,101746,0.00%,52.12%
B01963,TFI SECURITIES AND FUTURES LTD,100672,0.00%,52.12%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,100048,0.00%,52.12%
,FUNG HO SUET MUI CARMEN *,100000,0.00%,52.12%
B01927,JAKOTA SECURITIES GROUP LTD,100000,0.00%,52.13%
B02181,GRAND CAPITAL SECURITIES LTD,100000,0.00%,52.13%
B01762,DBS VICKERS (HONG KONG) LTD,99473,0.00%,52.13%
B01930,PRIME COURAGE SECURITIES CO LTD,94993,0.00%,52.13%
B02163,GOLDEN EAGLE BROKERAGE LTD,94505,0.00%,52.13%
B01825,GUOYUAN SECURITIES BROKERAGE (HONG KONG),93842,0.00%,52.13%
B01848,CATHAY SECURITIES (HONG KONG) LTD,92782,0.00%,52.13%
B02171,DL SECURITIES (HK) LTD,88000,0.00%,52.13%
B01444,YUEXING SECURITIES COMPANY LTD,86475,0.00%,52.13%
B01694,MINERVA HOLDING FINANCIAL SECURITIES LTD,84097,0.00%,52.13%
B01988,KOALA SECURITIES LTD,83467,0.00%,52.13%
B01454,HAO TIAN INTERNATIONAL SECURITIES LTD,81277,0.00%,52.13%
B02075,INNOVAX SECURITIES LTD,80564,0.00%,52.13%
B02042,MONMONKEY GROUP SECURITIES LTD,80000,0.00%,52.13%
B01995,GARY CHENG SECURITIES LTD,79000,0.00%,52.13%
,LAW KAR CHUNG EDDIE *,78632,0.00%,52.13%
B01756,CHINA SKY SECURITIES LTD,76499,0.00%,52.13%
B01810,ASTRUM CAPITAL MANAGEMENT LTD,75320,0.00%,52.13%
B02028,SORRENTO SECURITIES LTD,74487,0.00%,52.13%
B02087,GLOBAL MASTERMIND SECURITIES LTD,72759,0.00%,52.13%
B01743,CEPA ALLIANCE SECURITIES LTD,72277,0.00%,52.13%
B01716,ORIENT SECURITIES LTD,68345,0.00%,52.13%
B02047,EDDID SECURITIES AND FUTURES LTD,67796,0.00%,52.13%
B01680,SUCCESS SECURITIES LTD,65336,0.00%,52.14%
B01292,ALPHA SECURITIES CO LTD,64434,0.00%,52.14%
B01964,HALCYON SECURITIES LTD,61272,0.00%,52.14%
B02229,PANDA SECURITIES COMPANY LTD,60000,0.00%,52.14%
B02112,CORE CAPITAL SECURITIES LTD,59908,0.00%,52.14%
B01341,TUNG TAI SECURITIES CO LTD,59094,0.00%,52.14%
,HAPPY LING'S LIMITED *,57472,0.00%,52.14%
B02032,FORTHRIGHT SECURITIES CO LTD,57329,0.00%,52.14%
B01967,YUNFENG SECURITIES LTD,56922,0.00%,52.14%
B01868,JIMEI SECURITIES LTD,55117,0.00%,52.14%
B01685,ARK SECURITIES (HONG KONG) LTD,55014,0.00%,52.14%
B02156,LINKWAYS INVESTMENT MANAGEMENT LTD,53512,0.00%,52.14%
B01505,SHACOM SECURITIES LTD,45000,0.00%,52.14%
B02065,FORTUNE ORIGIN SECURITIES LTD,43000,0.00%,52.14%
B02035,PRIME CHINA SECURITIES LTD,42997,0.00%,52.14%
B01755,T G SECURITIES LTD,42396,0.00%,52.14%
B01375,AVEREST CAPITAL LTD,41970,0.00%,52.14%
B01710,SINO-RICH SECURITIES & FUTURES LTD,41080,0.00%,52.14%
B01753,FORTUNE (HK) SECURITIES LTD,40363,0.00%,52.14%
B01571,KARFORD SECURITIES LTD,40000,0.00%,52.14%
B01751,IMAGI BROKERAGE LTD,35400,0.00%,52.14%
B02106,HOLLY INTERNATIONAL FINANCIAL HOLDINGS,35115,0.00%,52.14%
B01863,WESTOCK SECURITIES INTERNATIONAL (HK),34537,0.00%,52.14%
B01510,ORIENTAL PATRON SECURITIES LTD,33269,0.00%,52.14%
B02068,CANFIELD SECURITIES CO LTD,33075,0.00%,52.14%
B01794,INTERCONTINENT SECURITIES CO LTD,32316,0.00%,52.14%
,LAI CHIU WING *,30000,0.00%,52.14%
B01720,NORMAN KONG SECURITIES CO LTD,28737,0.00%,52.14%
B01980,SHANXI SECURITIES INTERNATIONAL LTD,28000,0.00%,52.14%
B01922,VAST HARBOUR SECURITIES LTD,27432,0.00%,52.14%
B01580,OSHIDORI SECURITIES LTD,25412,0.00%,52.14%
B01677,ANUENUE SECURITIES LTD,24213,0.00%,52.14%
B02145,CIF SECURITIES FUTURES LTD,24000,0.00%,52.14%
B01821,GETTA SECURITIES LTD,23883,0.00%,52.14%
B01527,NITTAN SECURITIES ASIA LTD,22805,0.00%,52.14%
B02045,AAA SECURITIES CO. LTD,22050,0.00%,52.14%
B02031,GOLDLINK SECURITIES LTD,21277,0.00%,52.14%
B01853,CMBC SECURITIES CO LTD,21000,0.00%,52.14%
B01920,TIANDA SECURITIES LTD,20500,0.00%,52.14%
,HUI FUNG PING *,20000,0.00%,52.14%
B02108,WK SECURITIES LTD,20000,0.00%,52.14%
B02067,LIGHTHOUSE CAPITAL (HK) FINANCIAL LTD,19127,0.00%,52.14%
,FUNG SZE YAN *,18511,0.00%,52.14%
B01906,IMPERIUM INTERNATIONAL SECURITIES LTD,18235,0.00%,52.14%
B01538,MORTON SECURITIES LTD,18000,0.00%,52.14%
B01277,BRADBURY SECURITIES LTD,16571,0.00%,52.14%
,IP CHI HO *,16554,0.00%,52.14%
,FONG WAI MAN *,16510,0.00%,52.14%
B01936,MIGHTY BROKERAGE (ASIA) LTD,15321,0.00%,52.14%
B01907,CHINA DEMETER SECURITIES LTD,15302,0.00%,52.14%
B02120,LIVERMORE HOLDINGS LTD,14343,0.00%,52.14%
B01883,CHINA RISE SECURITIES ASSET MANAGEMENT,13825,0.00%,52.14%
B01957,PINESTONE SECURITIES LTD,13366,0.00%,52.14%
B01948,CAITONG INTERNATIONAL SECURITIES CO LTD,13000,0.00%,52.14%
B02052,SUNHIGH FINANCIAL HOLDINGS LTD,13000,0.00%,52.14%
B01471,GREAT BAY SECURITIES LTD,12237,0.00%,52.14%
B01754,ASIA PACIFIC SECURITIES LTD,11512,0.00%,52.14%
B02060,LEGO SECURITIES LTD,11025,0.00%,52.14%
B02128,SILVERBRICKS SECURITIES CO LTD,11000,0.00%,52.14%
B02117,FUTURE SECURITIES LTD,10356,0.00%,52.15%
B01978,FOUNDER SECURITIES (HONG KONG) LTD,10000,0.00%,52.15%
B02215,JIN YI FINANCIAL GROUP LTD,10000,0.00%,52.15%
B01608,OPEN SECURITIES LTD,9835,0.00%,52.15%
B02180,PLUTUS SECURITIES LTD,8330,0.00%,52.15%
B01664,ROOFER SECURITIES LTD,8182,0.00%,52.15%
B01627,SDHG INTERNATIONAL SECURITIES LTD,8000,0.00%,52.15%
B02192,HUAFU INTERNATIONAL SECURITIES LTD,8000,0.00%,52.15%
,SO KWAI YING *,7336,0.00%,52.15%
B02056,RUIBANG SECURITIES LTD,6704,0.00%,52.15%
B01290,SPS SECURITIES LTD,6581,0.00%,52.15%
B02059,MIDAS SECURITIES LTD,6562,0.00%,52.15%
B02101,ACER KING SECURITIES INTERNATIONAL LTD,6030,0.00%,52.15%
B01816,CHEONG LEE SECURITIES LTD,5872,0.00%,52.15%
B01329,BLOOMYEARS LTD,5767,0.00%,52.15%
,SEEN SIU LAM *,5715,0.00%,52.15%
B01795,RAFFAELLO SECURITIES (HK) LTD,5562,0.00%,52.15%
B02134,HOPE SECURITIES LTD,5357,0.00%,52.15%
B01925,BMI SECURITIES LTD,5250,0.00%,52.15%
B02077,CONRAD INVESTMENT SERVICES LTD,5250,0.00%,52.15%
,HUNG WAI FONG *,4294,0.00%,52.15%
B02102,ZINVEST GLOBAL LTD,4000,0.00%,52.15%
B01568,SHUN LOONG SECURITIES CO LTD,3840,0.00%,52.15%
B01322,WATON SECURITIES INTERNATIONAL LIMITED,3638,0.00%,52.15%
B01670,FUZE SECURITIES (INTERNATIONAL) LTD,3307,0.00%,52.15%
B02002,SEAZEN RESOURCES SECURITIES LTD,3000,0.00%,52.15%
B02166,HTF SECURITIES LTD,3000,0.00%,52.15%
B02092,I WIN SECURITIES LTD,2555,0.00%,52.15%
,YIU YIN MAN *,2546,0.00%,52.15%
B01993,CROSBY SECURITIES LTD,2205,0.00%,52.15%
B01852,ARTA GLOBAL MARKETS LTD,2021,0.00%,52.15%
B02019,GEO SECURITIES LTD,2000,0.00%,52.15%
B01973,PC SECURITIES LTD,1588,0.00%,52.15%
B01630,ANLI SECURITIES LTD,1333,0.00%,52.15%
B01875,GUODU SECURITIES (HONG KONG) LTD,1000,0.00%,52.15%
B02014,YUET SHEUNG INTERNATIONAL SECURITIES LTD,1000,0.00%,52.15%
B02179,YAW KAI FINANCIAL GROUP LTD,1000,0.00%,52.15%
B02193,PATRONS SECURITIES LTD,1000,0.00%,52.15%
B01830,MIRAE ASSET SECURITIES (HK) LTD,831,0.00%,52.15%
,CHEUNG MAN FUNG *,656,0.00%,52.15%
C00070,OVERSEA-CHINESE BANKING CORPORATION LTD,581,0.00%,52.15%
B01308,M&F ASSET MANAGEMENT LTD,578,0.00%,52.15%
B02037,KAI YIN SECURITIES LTD,551,0.00%,52.15%
B02162,GAMMA SECURITIES LTD,532,0.00%,52.15%
B01958,TOPAZ FINANCIAL GROUP LTD,456,0.00%,52.15%
B01217,TAIPING SECURITIES (HK) CO LTD,348,0.00%,52.15%
B01508,SOUTHWEST SECURITIES (HK) BROKERAGE LTD,268,0.00%,52.15%
B02158,DT SECURITIES & FUTURES CO. LTD,205,0.00%,52.15%
B01110,J.P. MORGAN BROKING (HONG KONG) LTD,151,0.00%,52.15%
B01212,HENYEP SECURITIES LTD,75,0.00%,52.15%
B01702,BLACK MARBLE SECURITIES LTD,31,0.00%,52.15%
B01472,SUN GROWTH SECURITIES LTD,27,0.00%,52.15%
B01346,CHINA PACIFIC SECURITIES LTD,17,0.00%,52.15%
B01326,KING SUN SECURITIES LTD,9,0.00%,52.15%
B01462,MANGO FINANCIAL LTD,7,0.00%,52.15%
B01935,MAGIC COMPASS SECURITIES LTD,6,0.00%,52.15%
B01410,WINGS SECURITIES (HK) LTD,2,0.00%,52.15%
