ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01353,UOB KAY HIAN (HONG KONG) LTD,4836008,0.19%,53.53%
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,4420647,0.17%,53.70%
,SIU TIT LUNG *,4339000,0.17%,53.88%
C00048,CHIYU BANKING CORPORATION LTD,4256655,0.16%,54.04%
B01576,SIU ON SECURITIES LTD,4086318,0.16%,54.21%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,3875333,0.15%,54.36%
B01590,INTERACTIVE BROKERS HONG KONG LTD,3835033,0.15%,54.51%
B01086,EVERBRIGHT SECURITIES INVESTMENT,2727794,0.10%,54.62%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,2601807,0.10%,54.72%
,SIU YUK LUNG *,2009500,0.07%,54.80%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1939216,0.07%,54.88%
B01584,CHIEF SECURITIES LTD,1726468,0.06%,54.95%
C00111,SOCIETE GENERALE,1621555,0.06%,55.01%
C00074,DEUTSCHE BANK AG,1523723,0.06%,55.07%
B01610,KGI ASIA LTD,1510639,0.05%,55.13%
B01373,CHRISTFUND SECURITIES LTD,1292940,0.05%,55.18%
B01842,BOCOM INTERNATIONAL SECURITIES LTD,1167060,0.04%,55.23%
C00016,DBS BANK LTD,1087817,0.04%,55.27%
B01787,SOO PUI CHEN SECURITIES LTD,989561,0.03%,55.31%
B01119,CELESTIAL SECURITIES LTD,943682,0.03%,55.35%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,816316,0.03%,55.38%
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,743008,0.02%,55.41%
,POON MIU FONG *,723500,0.02%,55.44%
B01169,PUBLIC FINANCIAL SECURITIES LTD,717042,0.02%,55.47%
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,657000,0.02%,55.49%
C00026,CHONG HING BANK LTD,653400,0.02%,55.52%
B01129,WOCOM SECURITIES LTD,646332,0.02%,55.54%
B01423,PRUDENTIAL BROKERAGE LTD,645746,0.02%,55.57%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,623242,0.02%,55.59%
C00112,BANK OF COMMUNICATIONS (HONG KONG) LTD,613500,0.02%,55.62%
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,594987,0.02%,55.64%
B01930,PRIME COURAGE SECURITIES CO LTD,547500,0.02%,55.66%
B01497,SINOPAC SECURITIES (ASIA) LTD,542643,0.02%,55.69%
,CHARMFAIR INVESTMENTS LIMITED *,520000,0.02%,55.71%
B01574,WADER SECURITIES CO LTD,515520,0.02%,55.73%
B01904,VALUABLE CAPITAL LTD,494231,0.01%,55.75%
B01265,OCBC SECURITIES BROKERAGE (HK) LTD,485987,0.01%,55.77%
B01224,MERRILL LYNCH FAR EAST LTD,485958,0.01%,55.78%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,482776,0.01%,55.80%
B01676,TAI SHING STOCK INVESTMENT CO LTD,481886,0.01%,55.82%
B01275,SANFULL SECURITIES LTD,479566,0.01%,55.84%
B01556,LUK FOOK SECURITIES (HK) LTD,478440,0.01%,55.86%
B01649,CINDA INTERNATIONAL SECURITIES LTD,476428,0.01%,55.88%
B01459,IFAST SECURITIES (HK) LTD,457582,0.01%,55.90%
B01272,FB SECURITIES (HONG KONG) LTD,440242,0.01%,55.92%
C00095,EFG BANK AG,432910,0.01%,55.93%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,432658,0.01%,55.95%
B01450,DL BROKERAGE LTD,361286,0.01%,55.96%
B01947,FUBON SECURITIES (HONG KONG) LTD,359943,0.01%,55.98%
B01264,MIB SECURITIES (HONG KONG) LTD,355623,0.01%,55.99%
B01673,FULBRIGHT SECURITIES LTD,351223,0.01%,56.01%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,348691,0.01%,56.02%
B01425,WELLFULL SECURITIES CO LTD,329316,0.01%,56.03%
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,313490,0.01%,56.05%
B02132,BOOM SECURITIES (H.K.) LTD,303518,0.01%,56.06%
B01555,ABN AMRO CLEARING HONG KONG LTD,292954,0.01%,56.07%
B01759,WINLAND WEALTH MANAGEMENT LTD,281949,0.01%,56.08%
B01483,BULLISH SECURITIES LTD,279633,0.01%,56.09%
B01123,HING WONG SECURITIES LTD,273621,0.01%,56.10%
B01350,S. W. WOO & CO LTD,270343,0.01%,56.11%
B01939,SOOCHOW SECURITIES INTERNATIONAL,243500,0.00%,56.12%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,239800,0.00%,56.13%
B01271,HANG TAI SECURITIES LTD,235190,0.00%,56.14%
B01298,GET NICE SECURITIES LTD,235000,0.00%,56.15%
B01184,QUAM SECURITIES LTD,232520,0.00%,56.16%
B01338,EMPEROR SECURITIES LTD,232454,0.00%,56.17%
B01289,SOUTH CHINA SECURITIES LTD,224175,0.00%,56.18%
B01724,RAMON INVESTMENT CO LTD,219308,0.00%,56.19%
B01940,SOFI SECURITIES (HONG KONG) LTD,202486,0.00%,56.19%
B01564,ABCI SECURITIES CO LTD,201280,0.00%,56.20%
B01267,WINFULL SECURITIES LTD,192090,0.00%,56.21%
B01941,CENTALINE SECURITIES LTD,191000,0.00%,56.22%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),183575,0.00%,56.22%
B01209,MASON SECURITIES LTD,177852,0.00%,56.23%
B01356,DELTA ASIA SECURITIES LTD,176840,0.00%,56.24%
B01813,CCB INTERNATIONAL SECURITIES LTD,175191,0.00%,56.25%
B01546,WO FUNG SECURITIES CO LTD,168800,0.00%,56.25%
B01324,FUNDERSTONE SECURITIES LTD,168100,0.00%,56.26%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,166100,0.00%,56.27%
B01198,PO KAY SECURITIES & SHARES CO LTD,165979,0.00%,56.27%
B01230,GAOYU SECURITIES LIMITED,164500,0.00%,56.28%
B01494,AUDREY CHOW SECURITIES LTD,163148,0.00%,56.28%
B01901,CMB INTERNATIONAL SECURITIES LTD,160038,0.00%,56.29%
B01964,HALCYON SECURITIES LTD,158500,0.00%,56.30%
B02142,TIGER BROKERS (HK) GLOBAL LTD,156500,0.00%,56.30%
B01551,YUE XIU SECURITIES CO LTD,150100,0.00%,56.31%
B01588,LEI SHING HONG SECURITIES LTD,149786,0.00%,56.32%
B01540,UPBEST SECURITIES CO LTD,147516,0.00%,56.32%
B01905,SDIC SECURITIES (HONG KONG) LTD,143200,0.00%,56.33%
B01439,TAI TAK SECURITIES (ASIA) LTD,140579,0.00%,56.33%
B01252,CORPORATE BROKERS LTD,139099,0.00%,56.34%
B01900,ORIENT SECURITIES (HONG KONG) LTD,138240,0.00%,56.34%
B01433,HING WAI ALLIED SECURITIES LTD,137520,0.00%,56.35%
B02175,WEBULL SECURITIES LTD,136655,0.00%,56.35%
B01173,RIFA SECURITIES LTD,135154,0.00%,56.36%
B01567,PRIME SECURITIES LTD,127462,0.00%,56.36%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,120014,0.00%,56.37%
B01788,SUNRISE SECURITIES LTD,118700,0.00%,56.37%
B01525,KEE CHEONG SECURITIES CO LTD,117000,0.00%,56.38%
B01343,CELETIO INVESTMENTS LTD,114300,0.00%,56.38%
B01843,TELECOM KING SECURITIES LTD,111133,0.00%,56.39%
B02156,LINKWAYS INVESTMENT MANAGEMENT LTD,110000,0.00%,56.39%
B01470,HUNG SING SECURITIES LTD,106909,0.00%,56.40%
B01481,NEW REGION SECURITIES CO LTD,104000,0.00%,56.40%
B01585,SINO GRADE SECURITIES LTD,96000,0.00%,56.40%
B01519,GOOD HARVEST SECURITIES CO LTD,94580,0.00%,56.41%
B01891,FUTURE GROWTH FINANCIAL SERVICES LTD,93000,0.00%,56.41%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,90500,0.00%,56.42%
B02195,LONG BRIDGE HK LTD,89700,0.00%,56.42%
B01809,CHINA SYSTEM SECURITIES LTD,85110,0.00%,56.42%
B02159,USMART SECURITIES LTD,83163,0.00%,56.43%
B01696,HANTEC SECURITIES CO LTD,82691,0.00%,56.43%
B01615,KAM FAI SECURITIES CO LTD,81240,0.00%,56.43%
,TONG WUN LING *,80000,0.00%,56.44%
B01767,NEW GALA SECURITIES CO LTD,80000,0.00%,56.44%
B01762,DBS VICKERS (HONG KONG) LTD,79863,0.00%,56.44%
B01328,BAN HIN SECURITIES CO LTD,79596,0.00%,56.44%
C00011,PUBLIC BANK (HONG KONG) LTD,79475,0.00%,56.45%
B01158,SOLID KING SECURITIES LTD,78000,0.00%,56.45%
B01938,CHINA INDUSTRIAL SECURITIES,76502,0.00%,56.45%
B01438,KINGSTON SECURITIES LTD,76000,0.00%,56.46%
B01833,CTBC ASIA LTD,75000,0.00%,56.46%
B01686,FIRST SHANGHAI SECURITIES LTD,74987,0.00%,56.46%
B01141,FE SECURITIES LTD,68300,0.00%,56.47%
,LAM WANG HOI STEPHEN *,65000,0.00%,56.47%
B01511,TAT LEE SECURITIES CO LTD,64942,0.00%,56.47%
B01340,LEHIN SECURITIES LTD,64522,0.00%,56.47%
B01782,SEAGA INTERNATIONAL LTD,63000,0.00%,56.48%
B01645,SELINA & CO LTD,61800,0.00%,56.48%
B01769,ONE CHINA SECURITIES LTD,61472,0.00%,56.48%
B01514,KARL-THOMSON SECURITIES CO LTD,59839,0.00%,56.48%
B01386,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,58339,0.00%,56.49%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,57400,0.00%,56.49%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,57095,0.00%,56.49%
B01351,WING FUNG SECURITIES LTD,55560,0.00%,56.49%
B01253,STOCKWELL SECURITIES LTD,52244,0.00%,56.49%
B01523,EVER-LONG SECURITIES CO LTD,49017,0.00%,56.50%
B02206,ZIRCON SECURITIES (HK) LTD,47000,0.00%,56.50%
B02116,MOUETTE SECURITIES CO LTD,43500,0.00%,56.50%
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,42967,0.00%,56.50%
B01294,CS WEALTH SECURITIES LTD,42200,0.00%,56.50%
B01445,VICTORY SECURITIES CO LTD,41620,0.00%,56.50%
B02065,FORTUNE ORIGIN SECURITIES LTD,41000,0.00%,56.51%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,39320,0.00%,56.51%
B02180,PLUTUS SECURITIES LTD,39000,0.00%,56.51%
B01277,BRADBURY SECURITIES LTD,37600,0.00%,56.51%
B01789,HO FUNG SHARES INVESTMENT LTD,36160,0.00%,56.51%
B01814,WELL LINK SECURITIES LTD,35500,0.00%,56.51%
C00088,CHINA MERCHANTS BANK CO LTD,33500,0.00%,56.52%
B01577,YF SECURITIES CO LTD,32600,0.00%,56.52%
B01509,UNICORN SECURITIES CO LTD,32000,0.00%,56.52%
B01756,CHINA SKY SECURITIES LTD,31000,0.00%,56.52%
B01653,WAI MAN STOCK & SHARES CO LTD,30750,0.00%,56.52%
B01665,WINSOME STOCK CO LTD,30700,0.00%,56.52%
B02035,PRIME CHINA SECURITIES LTD,30500,0.00%,56.52%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,29410,0.00%,56.52%
B01784,FU YIP SECURITIES AND INVESTMENT CO LTD,29240,0.00%,56.52%
,YEUNG MIU YING *,28000,0.00%,56.53%
B01458,YICKO SECURITIES LTD,27800,0.00%,56.53%
B01825,GUOYUAN SECURITIES BROKERAGE (HONG KONG),27500,0.00%,56.53%
B01700,REALINK FINANCIAL TRADE LTD,25500,0.00%,56.53%
B01745,GUOCHUANG SECURITIES FINANCIAL HOLDING,25444,0.00%,56.53%
B01213,MONEYMORE SECURITIES LTD,25200,0.00%,56.53%
B02028,SORRENTO SECURITIES LTD,25166,0.00%,56.53%
B01821,GETTA SECURITIES LTD,25000,0.00%,56.53%
B01455,NATIONAL RESOURCES SECURITIES LTD,23540,0.00%,56.53%
C00070,OVERSEA-CHINESE BANKING CORPORATION LTD,23144,0.00%,56.54%
B01416,VC BROKERAGE LTD,22982,0.00%,56.54%
B01444,YUEXING SECURITIES COMPANY LTD,21300,0.00%,56.54%
B01666,GLORY SUN SECURITIES LTD,21100,0.00%,56.54%
B02163,GOLDEN EAGLE BROKERAGE LTD,21000,0.00%,56.54%
,CHAN WAI MUI ELLIS *,20000,0.00%,56.54%
B01866,ICBC INTERNATIONAL SECURITIES LTD,19000,0.00%,56.54%
B01685,ARK SECURITIES (HONG KONG) LTD,18500,0.00%,56.54%
B01401,MEGABASE SECURITIES LTD,18000,0.00%,56.54%
B01680,SUCCESS SECURITIES LTD,17236,0.00%,56.54%
B01427,TSE'S SECURITIES LTD,16500,0.00%,56.54%
B01863,WESTOCK SECURITIES INTERNATIONAL (HK),15500,0.00%,56.54%
B01341,TUNG TAI SECURITIES CO LTD,15000,0.00%,56.54%
B01389,ZHONGRONG PT SECURITIES LTD,15000,0.00%,56.54%
,HONG KONG SECURITIES CLEARING CO. LTD.,14809,0.00%,56.55%
B01181,FOSUN INTERNATIONAL SECURITIES LTD,14500,0.00%,56.55%
B01783,FREDDY CO LTD,14500,0.00%,56.55%
B01290,SPS SECURITIES LTD,14471,0.00%,56.55%
B01915,METAVERSE SECURITIES LTD,13859,0.00%,56.55%
B01630,ANLI SECURITIES LTD,13000,0.00%,56.55%
B02123,CHINA DIFI SECURITIES LTD,13000,0.00%,56.55%
B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,12671,0.00%,56.55%
B02093,UPMAX SECURITIES LTD,12579,0.00%,56.55%
B01469,KAISER SECURITIES LTD,12500,0.00%,56.55%
B01292,ALPHA SECURITIES CO LTD,12000,0.00%,56.55%
B01664,ROOFER SECURITIES LTD,12000,0.00%,56.55%
C00092,CTBC BANK CO LTD,11500,0.00%,56.55%
B01669,FIRST SECURITIES (HK) LTD,11000,0.00%,56.55%
B01743,CEPA ALLIANCE SECURITIES LTD,11000,0.00%,56.55%
B02047,EDDID SECURITIES AND FUTURES LTD,11000,0.00%,56.55%
B01853,CMBC SECURITIES CO LTD,10500,0.00%,56.55%
B02031,GOLDLINK SECURITIES LTD,10500,0.00%,56.55%
B02141,XIN YONGAN INTERNATIONAL SECURITIES,10500,0.00%,56.55%
B01505,SHACOM SECURITIES LTD,10000,0.00%,56.55%
B01773,TOYO SECURITIES ASIA LTD,10000,0.00%,56.55%
B01894,MFG LIMITED,10000,0.00%,56.56%
B01974,ARISTO SECURITIES LTD,9695,0.00%,56.56%
B01848,CATHAY SECURITIES (HONG KONG) LTD,9000,0.00%,56.56%
B01231,GIGAMONEY LTD,8500,0.00%,56.56%
B01751,IMAGI BROKERAGE LTD,8480,0.00%,56.56%
B01246,ROCTEC SECURITIES CO LTD,8200,0.00%,56.56%
B01110,J.P. MORGAN BROKING (HONG KONG) LTD,8000,0.00%,56.56%
B01967,YUNFENG SECURITIES LTD,7796,0.00%,56.56%
B01310,TUNG TAK SECURITIES (H.K.) CO LTD,7000,0.00%,56.56%
B01705,HENIK SECURITIES LTD,7000,0.00%,56.56%
B01959,ZHONGTAI INTERNATIONAL SECURITIES LTD,7000,0.00%,56.56%
B01684,WANG ON SECURITIES LTD,6806,0.00%,56.56%
B01714,MAGE SECURITIES LTD,6485,0.00%,56.56%
B01810,ASTRUM CAPITAL MANAGEMENT LTD,6000,0.00%,56.56%
B01659,CHEER UNION SECURITIES LTD,5400,0.00%,56.56%
B01794,INTERCONTINENT SECURITIES CO LTD,5047,0.00%,56.56%
B01857,KAISA FINANCIAL GROUP CO LTD,5000,0.00%,56.56%
B01936,MIGHTY BROKERAGE (ASIA) LTD,5000,0.00%,56.56%
B02032,FORTHRIGHT SECURITIES CO LTD,5000,0.00%,56.56%
B02042,MONMONKEY GROUP SECURITIES LTD,5000,0.00%,56.56%
B02073,SOLOMON JFZ (ASIA) HOLDINGS LTD,5000,0.00%,56.56%
B01963,TFI SECURITIES AND FUTURES LTD,4500,0.00%,56.56%
,IP CHI HO *,4000,0.00%,56.56%
B01661,BOSCO SECURITIES LTD,4000,0.00%,56.56%
B01753,FORTUNE (HK) SECURITIES LTD,4000,0.00%,56.56%
B02078,AFFLUX SECURITIES LTD,4000,0.00%,56.56%
B02166,HTF SECURITIES LTD,4000,0.00%,56.56%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,4000,0.00%,56.56%
B01454,HAO TIAN INTERNATIONAL SECURITIES LTD,3500,0.00%,56.56%
B01716,ORIENT SECURITIES LTD,3500,0.00%,56.56%
B01919,TIGER SECURITIES ASSET MANAGEMENT CO LTD,3500,0.00%,56.56%
B01710,SINO-RICH SECURITIES & FUTURES LTD,3393,0.00%,56.56%
B01925,BMI SECURITIES LTD,3200,0.00%,56.56%
B02085,JOY RICH SECURITIES INVESTMENT LTD,3000,0.00%,56.56%
B02112,CORE CAPITAL SECURITIES LTD,3000,0.00%,56.56%
B01832,MIZUHO SECURITIES ASIA LTD,2500,0.00%,56.56%
B01601,CSC SECURITIES (HK) LTD,2200,0.00%,56.56%
,CHAN WAI JING *,2000,0.00%,56.56%
B01080,VMS SECURITIES LTD,2000,0.00%,56.56%
B01720,NORMAN KONG SECURITIES CO LTD,2000,0.00%,56.56%
B01885,HAFOO SECURITIES LTD,2000,0.00%,56.56%
B01980,SHANXI SECURITIES INTERNATIONAL LTD,2000,0.00%,56.56%
B02120,LIVERMORE HOLDINGS LTD,2000,0.00%,56.56%
B02185,KOREA INVESTMENT & SECURITIES ASIA LTD,2000,0.00%,56.56%
B02096,AFG SECURITIES LTD,1799,0.00%,56.56%
B01527,NITTAN SECURITIES ASIA LTD,1500,0.00%,56.56%
B01627,SDHG INTERNATIONAL SECURITIES LTD,1500,0.00%,56.56%
B01754,ASIA PACIFIC SECURITIES LTD,1500,0.00%,56.56%
B01852,ARTA GLOBAL MARKETS LTD,1500,0.00%,56.56%
B01907,CHINA DEMETER SECURITIES LTD,1500,0.00%,56.56%
B01986,HUAJIN SECURITIES (INTERNATIONAL) LTD,1500,0.00%,56.56%
B02063,SOLO SECURITIES LTD,1500,0.00%,56.56%
B02212,HUAAN SECURITIES (HONG KONG) BROKERAGE,1500,0.00%,56.56%
B01375,AVEREST CAPITAL LTD,1200,0.00%,56.56%
B01641,FULL WIN SECURITIES LTD,1200,0.00%,56.56%
B01741,SINOMAX SECURITIES LTD,1200,0.00%,56.56%
,HAPPY LING'S LIMITED *,1000,0.00%,56.56%
B01320,LUEN FAT SECURITIES CO LTD,1000,0.00%,56.56%
B01407,WIN WONG SECURITIES LTD,1000,0.00%,56.56%
B01575,MASTER TRADEMORE SECURITIES LTD,1000,0.00%,56.56%
B01816,CHEONG LEE SECURITIES LTD,1000,0.00%,56.56%
B02077,CONRAD INVESTMENT SERVICES LTD,1000,0.00%,56.56%
B02177,ZHESHANG INTERNATIONAL FINANCIAL,1000,0.00%,56.56%
B01318,OKASAN INTERNATIONAL (ASIA) LTD,500,0.00%,56.56%
B01538,MORTON SECURITIES LTD,500,0.00%,56.56%
B01660,"GRANSING SECURITIES CO., LIMITED",500,0.00%,56.56%
B01670,FUZE SECURITIES (INTERNATIONAL) LTD,500,0.00%,56.56%
B01694,MINERVA HOLDING FINANCIAL SECURITIES LTD,500,0.00%,56.56%
B01868,JIMEI SECURITIES LTD,500,0.00%,56.56%
B01875,GUODU SECURITIES (HONG KONG) LTD,500,0.00%,56.56%
B01922,VAST HARBOUR SECURITIES LTD,500,0.00%,56.56%
B01998,CHINA SUNRISE SECURITIES (INTL) LTD,500,0.00%,56.56%
B02002,SEAZEN RESOURCES SECURITIES LTD,500,0.00%,56.56%
B02068,CANFIELD SECURITIES CO LTD,500,0.00%,56.56%
B02075,INNOVAX SECURITIES LTD,500,0.00%,56.56%
B01240,TSUN CHI YUEN SECURITIES CO LTD,384,0.00%,56.56%
B01830,MIRAE ASSET SECURITIES (HK) LTD,328,0.00%,56.56%
B02215,JIN YI FINANCIAL GROUP LTD,1,0.00%,56.56%
