ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
C00033,BANK OF CHINA (HONG KONG) LTD,78243960,3.26%,3.26%
B01338,EMPEROR SECURITIES LTD,52320800,2.18%,5.44%
C00019,THE HONGKONG AND SHANGHAI BANKING,39298804,1.63%,7.08%
B01727,ICBC (ASIA) SECURITIES LTD,32056000,1.33%,8.42%
C00028,NANYANG COMMERCIAL BANK LTD,23678640,0.98%,9.41%
B01955,FUTU SECURITIES INTERNATIONAL,15521300,0.64%,10.06%
C00018,HANG SENG BANK LTD,13469663,0.56%,10.62%
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,12931321,0.53%,11.16%
C00016,DBS BANK LTD,12248000,0.51%,11.67%
C00058,CHINA CITIC BANK INTERNATIONAL LTD,9870640,0.41%,12.08%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,9842080,0.41%,12.49%
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,6500880,0.27%,12.76%
B01130,BOCI SECURITIES LTD,6030600,0.25%,13.01%
B01161,UBS SECURITIES HONG KONG LTD,5868260,0.24%,13.26%
B01118,EAST ASIA SECURITIES CO LTD,5761360,0.24%,13.50%
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,5465160,0.22%,13.72%
B01086,EVERBRIGHT SECURITIES INVESTMENT,5167200,0.21%,13.94%
B01183,CHONG HING SECURITIES LTD,4454000,0.18%,14.13%
C00041,OCBC BANK (HONG KONG) LTD,4101120,0.17%,14.30%
C00037,SHANGHAI COMMERCIAL BANK LTD,4093240,0.17%,14.47%
B01695,DAH SING SECURITIES LTD,3784240,0.15%,14.63%
B01584,CHIEF SECURITIES LTD,3642401,0.15%,14.78%
C00010,CITIBANK N.A.,3625537,0.15%,14.93%
C00048,CHIYU BANKING CORPORATION LTD,3040560,0.12%,15.06%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,2853005,0.11%,15.17%
C00042,CMB WING LUNG BANK LTD,2690040,0.11%,15.29%
B01353,UOB KAY HIAN (HONG KONG) LTD,2322400,0.09%,15.38%
B01209,MASON SECURITIES LTD,2095200,0.08%,15.47%
B01700,REALINK FINANCIAL TRADE LTD,1772000,0.07%,15.54%
C00015,DBS BANK (HONG KONG) LTD,1752060,0.07%,15.62%
B01610,KGI ASIA LTD,1664840,0.06%,15.69%
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,1555280,0.06%,15.75%
B01284,HANG SENG SECURITIES LTD,1534087,0.06%,15.82%
C00036,CHINA CONSTRUCTION BANK (ASIA),1526000,0.06%,15.88%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,1412000,0.05%,15.94%
B01497,SINOPAC SECURITIES (ASIA) LTD,1399200,0.05%,16.00%
B01224,MERRILL LYNCH FAR EAST LTD,1185209,0.04%,16.05%
B01253,STOCKWELL SECURITIES LTD,1164000,0.04%,16.09%
B01271,HANG TAI SECURITIES LTD,1119600,0.04%,16.14%
B01823,ANGLO CHINESE SECURITIES LTD,1062000,0.04%,16.19%
B01343,CELETIO INVESTMENTS LTD,1044000,0.04%,16.23%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,1006400,0.04%,16.27%
