ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01959,ZHONGTAI INTERNATIONAL SECURITIES LTD,9808000,0.12%,69.86%
C00093,BNP PARIBAS,9638000,0.11%,69.98%
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,9312000,0.11%,70.10%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,8516000,0.10%,70.20%
B01814,WELL LINK SECURITIES LTD,7568000,0.09%,70.30%
B01183,CHONG HING SECURITIES LTD,7276000,0.09%,70.39%
B01904,VALUABLE CAPITAL LTD,7048000,0.08%,70.48%
B01905,SDIC SECURITIES (HONG KONG) LTD,6974600,0.08%,70.56%
B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,6652000,0.08%,70.65%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),6216000,0.07%,70.72%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,5398000,0.06%,70.79%
C00036,CHINA CONSTRUCTION BANK (ASIA),5388000,0.06%,70.86%
B01181,FOSUN INTERNATIONAL SECURITIES LTD,5210000,0.06%,70.92%
C00058,CHINA CITIC BANK INTERNATIONAL LTD,5148000,0.06%,70.99%
B01265,OCBC SECURITIES BROKERAGE (HK) LTD,5000000,0.06%,71.05%
B01686,FIRST SHANGHAI SECURITIES LTD,4525800,0.05%,71.10%
C00018,HANG SENG BANK LTD,4497740,0.05%,71.16%
B01885,HAFOO SECURITIES LTD,4424000,0.05%,71.22%
B01734,KCG SECURITIES ASIA LTD,4152000,0.05%,71.27%
B02212,HUAAN SECURITIES (HONG KONG) BROKERAGE,3832000,0.04%,71.31%
B01458,YICKO SECURITIES LTD,3800000,0.04%,71.36%
B01224,MERRILL LYNCH FAR EAST LTD,3388000,0.04%,71.40%
C00048,CHIYU BANKING CORPORATION LTD,3326000,0.04%,71.45%
B01842,BOCOM INTERNATIONAL SECURITIES LTD,3208000,0.03%,71.49%
B01963,TFI SECURITIES AND FUTURES LTD,3136000,0.03%,71.52%
B01356,DELTA ASIA SECURITIES LTD,2952000,0.03%,71.56%
B01551,YUE XIU SECURITIES CO LTD,2920000,0.03%,71.60%
B01998,CHINA SUNRISE SECURITIES (INTL) LTD,2760000,0.03%,71.63%
B01978,FOUNDER SECURITIES (HONG KONG) LTD,2590000,0.03%,71.66%
B01555,ABN AMRO CLEARING HONG KONG LTD,2544000,0.03%,71.70%
B01438,KINGSTON SECURITIES LTD,2536000,0.03%,71.73%
B02032,FORTHRIGHT SECURITIES CO LTD,2136000,0.02%,71.75%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,1928000,0.02%,71.78%
B01695,DAH SING SECURITIES LTD,1922000,0.02%,71.80%
C00041,OCBC BANK (HONG KONG) LTD,1898000,0.02%,71.83%
B01353,UOB KAY HIAN (HONG KONG) LTD,1740000,0.02%,71.85%
B01118,EAST ASIA SECURITIES CO LTD,1566000,0.01%,71.87%
B01338,EMPEROR SECURITIES LTD,1548000,0.01%,71.89%
B01173,RIFA SECURITIES LTD,1200000,0.01%,71.90%
B02175,WEBULL SECURITIES LTD,1168000,0.01%,71.92%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,1044000,0.01%,71.93%
B01937,CHANGJIANG SECURITIES BROKERAGE (HK) LTD,1032000,0.01%,71.94%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,1000000,0.01%,71.95%
B01509,UNICORN SECURITIES CO LTD,1000000,0.01%,71.97%
B01540,UPBEST SECURITIES CO LTD,820000,0.01%,71.98%
B01433,HING WAI ALLIED SECURITIES LTD,756000,0.00%,71.99%
B01459,IFAST SECURITIES (HK) LTD,736000,0.00%,71.99%
B01900,ORIENT SECURITIES (HONG KONG) LTD,736000,0.00%,72.00%
B01789,HO FUNG SHARES INVESTMENT LTD,640000,0.00%,72.01%
B02047,EDDID SECURITIES AND FUTURES LTD,625333,0.00%,72.02%
B01252,CORPORATE BROKERS LTD,624000,0.00%,72.03%
B01567,PRIME SECURITIES LTD,600000,0.00%,72.03%
B02102,ZINVEST GLOBAL LTD,600000,0.00%,72.04%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,536000,0.00%,72.05%
B01481,NEW REGION SECURITIES CO LTD,520000,0.00%,72.06%
B01445,VICTORY SECURITIES CO LTD,476000,0.00%,72.06%
B01649,CINDA INTERNATIONAL SECURITIES LTD,472000,0.00%,72.07%
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,408000,0.00%,72.07%
B01289,SOUTH CHINA SECURITIES LTD,406000,0.00%,72.08%
B01843,TELECOM KING SECURITIES LTD,402000,0.00%,72.08%
B01272,FB SECURITIES (HONG KONG) LTD,390000,0.00%,72.09%
B01585,SINO GRADE SECURITIES LTD,372000,0.00%,72.09%
B01981,BLUESTONE SECURITIES (HK) CO LTD,352000,0.00%,72.10%
B01351,WING FUNG SECURITIES LTD,284000,0.00%,72.10%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,271000,0.00%,72.10%
B01373,CHRISTFUND SECURITIES LTD,260000,0.00%,72.11%
B01264,MIB SECURITIES (HONG KONG) LTD,244000,0.00%,72.11%
B01158,SOLID KING SECURITIES LTD,240000,0.00%,72.11%
B01633,ENLIGHTEN SECURITIES LTD,236000,0.00%,72.12%
B01209,MASON SECURITIES LTD,230000,0.00%,72.12%
B01676,TAI SHING STOCK INVESTMENT CO LTD,224000,0.00%,72.12%
B01935,MAGIC COMPASS SECURITIES LTD,220000,0.00%,72.12%
B01469,KAISER SECURITIES LTD,212000,0.00%,72.13%
B01741,SINOMAX SECURITIES LTD,212000,0.00%,72.13%
B01483,BULLISH SECURITIES LTD,200000,0.00%,72.13%
B02120,LIVERMORE HOLDINGS LTD,192000,0.00%,72.13%
B02132,BOOM SECURITIES (H.K.) LTD,192000,0.00%,72.14%
B01938,CHINA INDUSTRIAL SECURITIES,188000,0.00%,72.14%
B01673,FULBRIGHT SECURITIES LTD,186000,0.00%,72.14%
B01915,METAVERSE SECURITIES LTD,168000,0.00%,72.14%
B02229,PANDA SECURITIES COMPANY LTD,168000,0.00%,72.14%
B01909,SHENG YUAN SECURITIES LTD,160000,0.00%,72.15%
B02214,WINBULL SECURITIES INTERNATIONAL (HONG,160000,0.00%,72.15%
B01184,QUAM SECURITIES LTD,140000,0.00%,72.15%
B02003,DONGXING SECURITIES (HONG KONG) CO LTD,128000,0.00%,72.15%
B01322,WATON SECURITIES INTERNATIONAL LIMITED,124000,0.00%,72.15%
B01809,CHINA SYSTEM SECURITIES LTD,124000,0.00%,72.16%
B01866,ICBC INTERNATIONAL SECURITIES LTD,124000,0.00%,72.16%
B02022,MODERN INNOVATIVE SECURITIES LTD,104000,0.00%,72.16%
B01290,SPS SECURITIES LTD,100000,0.00%,72.16%
B01894,MFG LIMITED,100000,0.00%,72.16%
B01907,CHINA DEMETER SECURITIES LTD,100000,0.00%,72.16%
B01470,HUNG SING SECURITIES LTD,88000,0.00%,72.16%
B01510,ORIENTAL PATRON SECURITIES LTD,88000,0.00%,72.16%
B01169,PUBLIC FINANCIAL SECURITIES LTD,84000,0.00%,72.17%
B01710,SINO-RICH SECURITIES & FUTURES LTD,80000,0.00%,72.17%
B01848,CATHAY SECURITIES (HONG KONG) LTD,80000,0.00%,72.17%
B01329,BLOOMYEARS LTD,72000,0.00%,72.17%
B01275,SANFULL SECURITIES LTD,64000,0.00%,72.17%
B01514,KARL-THOMSON SECURITIES CO LTD,60000,0.00%,72.17%
B01700,REALINK FINANCIAL TRADE LTD,56000,0.00%,72.17%
B01948,CAITONG INTERNATIONAL SECURITIES CO LTD,56000,0.00%,72.17%
B02210,ARK GROUP HOLDINGS (HONG KONG) LTD,56000,0.00%,72.17%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,48000,0.00%,72.17%
B01601,CSC SECURITIES (HK) LTD,48000,0.00%,72.17%
B02077,CONRAD INVESTMENT SERVICES LTD,48000,0.00%,72.17%
B01230,GAOYU SECURITIES LIMITED,40000,0.00%,72.17%
B01427,TSE'S SECURITIES LTD,40000,0.00%,72.17%
B01546,WO FUNG SECURITIES CO LTD,40000,0.00%,72.17%
B01659,CHEER UNION SECURITIES LTD,40000,0.00%,72.18%
B01694,MINERVA HOLDING FINANCIAL SECURITIES LTD,40000,0.00%,72.18%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,40000,0.00%,72.18%
B01267,WINFULL SECURITIES LTD,32000,0.00%,72.18%
B01875,GUODU SECURITIES (HONG KONG) LTD,32000,0.00%,72.18%
B01947,FUBON SECURITIES (HONG KONG) LTD,32000,0.00%,72.18%
B01343,CELETIO INVESTMENTS LTD,30000,0.00%,72.18%
B01615,KAM FAI SECURITIES CO LTD,20000,0.00%,72.18%
B01857,KAISA FINANCIAL GROUP CO LTD,20000,0.00%,72.18%
B01298,GET NICE SECURITIES LTD,8000,0.00%,72.18%
B01921,GONG PING SECURITIES LTD,8000,0.00%,72.18%
B01769,ONE CHINA SECURITIES LTD,6661,0.00%,72.18%
B01240,TSUN CHI YUEN SECURITIES CO LTD,5468,0.00%,72.18%
,HONG KONG SECURITIES CLEARING CO. LTD.,4050,0.00%,72.18%
B01640,BEIJING SECURITIES LTD,4000,0.00%,72.18%
B01967,YUNFENG SECURITIES LTD,4000,0.00%,72.18%
B01340,LEHIN SECURITIES LTD,1800,0.00%,72.18%
